ReportingYear,Sector,License#,TYPEFACILITY,FACILITY_SUBTYPE,Facility Type Group,FacilityLicenseIssueYear,FacilityName,FacilityRegion
2011,Private,MF1505,Polyclinic,Medical Polyclinic,Centres (various),2005,IBN MAJED MEDICAL CENTER,Abu Dhabi
2011,Private,MF151,Polyclinic,Medical Polyclinic,Centres (various),1981,AL WAHDA MEDICAL CENTRE,Abu Dhabi
2011,Private,MF1510,Polyclinic,Dental Polyclinic,Centres (various),2003,HAKEEM DENTAL POLYCLINIC,Abu Dhabi
2011,Private,MF1519,Polyclinic,Medical Polyclinic,Centres (various),2003,ABU SALMAN MEDICAL CENTRE,Abu Dhabi
2011,Private,MF152,Polyclinic,Medical Polyclinic,Centres (various),1986,AL WATHBA MEDICAL CENTRE,Abu Dhabi
2011,Private,MF1554,Polyclinic,Medical Polyclinic,Centres (various),2003,AL WOROOD MEDICAL CENTRE,Abu Dhabi
2011,Private,MF1575,Polyclinic,Dental Polyclinic,Centres (various),2004,AL FAROOQ MEDICAL &  DENTAL CENTER L.L.C,Abu Dhabi
2011,Private,MF1577,Polyclinic,Dental Polyclinic,Centres (various),2004,AYMAN DENTAL CENTRE,Abu Dhabi
2011,Private,MF1587,Polyclinic,Dental Polyclinic,Centres (various),2004,ALNUAMAN DENTAL MEDICAL CENTRE,Abu Dhabi
2011,Private,MF16,Polyclinic,Medical Polyclinic,Centres (various),1992,ABU DHABI MEDICAL CENTRE,Abu Dhabi
2011,Private,MF1605,Polyclinic,Dental Polyclinic,Centres (various),2004,PEARLY SMILE DENTAL CENTRE,Abu Dhabi
2011,Private,MF161,Polyclinic,Medical Polyclinic,Centres (various),1973,DR. AMAL BIYALI CENTER,Abu Dhabi
2011,Private,MF1618,Polyclinic,Medical Polyclinic,Centres (various),2004,NEW SADD MAAREB MEDICAL CENTRE,Abu Dhabi
2011,Private,MF165,Polyclinic,Dental Polyclinic,Centres (various),1998,AMERICAN DENTAL CENTRE,Abu Dhabi
2011,Private,MF1669,Polyclinic,Medical Polyclinic,Centres (various),2004,TALAT MEDICAL CENTRE NEW AL MUSAFFAH,Abu Dhabi
2011,Private,MF168,Polyclinic,Medical Polyclinic,Centres (various),1995,ANSARI MEDICAL CENTRE - L L C,Abu Dhabi
2011,Private,MF1690,Polyclinic,Dental Polyclinic,Centres (various),2004,MANCHESTER DENTAL CENTER,Abu Dhabi
2011,Private,MF170,Polyclinic,Dental Polyclinic,Centres (various),2005,APPOLONIA DENTAL CENTER,Abu Dhabi
2011,Private,MF1772,Polyclinic,Medical Polyclinic,Centres (various),2005,ETIHAD AIRWAYS POLYCLINIC,Abu Dhabi
2011,Private,MF1773,Polyclinic,Dental Polyclinic,Centres (various),2005,DR. ALJUNDI ORTHODONTIC AND DENTAL CENTER,Abu Dhabi
2011,Private,MF1785,Polyclinic,Medical Polyclinic,Centres (various),2005,THE AMERICAN SURGECENTER,Abu Dhabi
2011,Private,MF1786,Polyclinic,Dental Polyclinic,Centres (various),2005,AL QUDS SPECIALIZED DENTAL CENTER,Abu Dhabi
2011,Private,MF1795,Polyclinic,Medical Polyclinic,Centres (various),2005,EUROPEAN CANADIAN MEDICAL CENTRE,Abu Dhabi
2011,Private,MF1845,Polyclinic,Medical Polyclinic,Centres (various),2005,DR. MOOPENS MEDICAL POLY CLINIC LLC,Abu Dhabi
2011,Private,MF186,Polyclinic,Dental Polyclinic,Centres (various),1997,BARBARA ORTHODONTIC AND DENTAL POLYCLINIC,Abu Dhabi
2011,Private,MF187,Polyclinic,Medical Polyclinic,Centres (various),1990,BASEL MEDICAL CENTRE,Abu Dhabi
2011,Private,MF1886,Polyclinic,Medical Polyclinic,Centres (various),2005,CARE WELL MODERN MEDICAL CENTER,Abu Dhabi
2011,Private,MF1898,Polyclinic,Dental Polyclinic,Centres (various),2005,ALTHURAYA DENTAL IMPLANT CENTER,Abu Dhabi
2011,Private,MF1899,Polyclinic,Medical Polyclinic,Centres (various),2005,NEW AL MAZROUI POLYCLINIC,Abu Dhabi
2011,Private,MF1901,Polyclinic,Dental Polyclinic,Centres (various),2005,MAJESTIC DENTAL CENTER LLC,Abu Dhabi
2011,Private,MF1903,Polyclinic,Dental Polyclinic,Centres (various),2005,SPECIALIZED DENTAL & ORTHODONTIC CENTER,Abu Dhabi
2011,Private,MF1914,Polyclinic,Medical Polyclinic,Centres (various),2005,KAYA SKIN CARE CLINIC,Abu Dhabi
2011,Private,MF1920,Polyclinic,Medical Polyclinic,Centres (various),2005,TRUST MEDICAL CENTER LLC,Abu Dhabi
2011,Private,MF1922,Polyclinic,Dental Polyclinic,Centres (various),2005,ALSABAH DENTAL POLYCLINIC,Abu Dhabi
2011,Private,MF1934,Polyclinic,Dental Polyclinic,Centres (various),2006,TAJ DENTAL CENTER,Abu Dhabi
2011,Private,MF1937,Polyclinic,Medical Polyclinic,Centres (various),2006,CANADIAN MEDICAL CENTER LLC.,Abu Dhabi
2011,Private,MF194,Polyclinic,Dental Polyclinic,Centres (various),1993,MARINA DENTAL CENTER,Abu Dhabi
2011,Private,MF1942,Polyclinic,Dental Polyclinic,Centres (various),2006,GULF PEARL DENTAL CENTER,Abu Dhabi
2011,Private,MF1943,Polyclinic,Medical Polyclinic,Centres (various),2006,ABU DHABI KNEE AND SPORTS MEDICINE CENTER L.L.C,Abu Dhabi
2011,Private,MF1946,Polyclinic,Medical Polyclinic,Centres (various),2006,IBN KHALDOUN MEDICAL SPECIALITY CENTRE,Abu Dhabi
2011,Private,MF1951,Polyclinic,Medical Polyclinic,Centres (various),2007,NADIA MEDICAL CENTER L.L.C,Abu Dhabi
2011,Private,MF1959,Polyclinic,Dental Polyclinic,Centres (various),2007,MODERN GERMAN DENTAL CENTER,Abu Dhabi
2011,Private,MF196,Polyclinic,Medical Polyclinic,Centres (various),1986,CARE WELL MEDICAL CENTRE - LLC,Abu Dhabi
2011,Private,MF1976,Polyclinic,Medical Polyclinic,Centres (various),2007,OXFORD MEDICAL CENTER L.L.C,Abu Dhabi
2011,Private,MF201,Polyclinic,Medical Polyclinic,Centres (various),1985,AL RAZI CITY MEDICAL CENTER,Abu Dhabi
2011,Private,MF2070,Polyclinic,Dental Polyclinic,Centres (various),2007,AL MANAL DENTAL CENTER,Abu Dhabi
2011,Private,MF2076,Polyclinic,Medical Polyclinic,Centres (various),2008,ROYAL SPANISH CENTER LASIK EYES & COSMETIC- L L C,Abu Dhabi
2011,Private,MF21,Polyclinic,Dental Polyclinic,Centres (various),1992,ADVANCED AMERICAN DENTAL CENTRE,Abu Dhabi
2011,Private,MF2135,Polyclinic,Medical Polyclinic,Centres (various),2007,DR. AHMED ABU SHARIA MEDICAL CENTRE L.L.C,Abu Dhabi
2011,Private,MF2193,Polyclinic,Dental Polyclinic,Centres (various),2007,OCEAN DENTAL & ORTHODONTIC CENTER,Abu Dhabi
2011,Private,MF2195,Polyclinic,Medical Polyclinic,Centres (various),2007,AL FARHAN MEDICAL CENTRE - L L C - BRANCH,Abu Dhabi
2011,Private,MF2238,Polyclinic,Medical Polyclinic,Centres (various),2008,Medica International Medical Center- LLC,Abu Dhabi
2011,Private,MF2240,Polyclinic,Medical Polyclinic,Centres (various),2008,INTRA LASER MEDICAL CENTRE,Abu Dhabi
2011,Private,MF2309,Polyclinic,Medical Polyclinic,Centres (various),2008,AMERICAN CENTER FOR PSYCHIATRY & NEUROLOGY,Abu Dhabi
2011,Private,MF2320,Polyclinic,Medical Polyclinic,Centres (various),2009,NOVA DENT CENTER,Abu Dhabi
2011,Private,MF2326,Polyclinic,Medical Polyclinic,Centres (various),2010,SILVER MEDICAL CENTER,Abu Dhabi
2011,Private,MF2329,Polyclinic,Medical Polyclinic,Centres (various),2009,NEW ALMELOUK MEDICAL POLYCLINIC L L C.,Abu Dhabi
2011,Private,MF2363,Polyclinic,Medical Polyclinic,Centres (various),2009,REEM ISLAND MEDICAL COMPLEX,Abu Dhabi
2011,Private,MF2532,Polyclinic,Medical Polyclinic,Centres (various),2010,CARE WELL MEDICAL CENTRE - LLC- BRANCH,Abu Dhabi
2011,Private,MF2542,Polyclinic,Dental Polyclinic,Centres (various),2010,SHADI INTERNATIONAL DENTAL & ORTHODONTIC CENTER,Abu Dhabi
2011,Public,MF2549,Polyclinic,Medical Polyclinic,Centres (various),2011,Abu Dhabi Rehabilitation and Care Center For People with Special Needs,Abu Dhabi
2011,Private,MF2553,Polyclinic,Medical Polyclinic,Centres (various),2011,ALBARA MEDICAL CENTER,Abu Dhabi
2011,Private,MF2564,Polyclinic,Dental Polyclinic,Centres (various),2010,BRIGHT DENTAL POLY CLINIC-L L C,Abu Dhabi
2011,Private,MF2599,Polyclinic,Dental Polyclinic,Centres (various),2011,DAVINCI DENTAL CLINIC,Abu Dhabi
2011,Private,MF26,Polyclinic,Medical Polyclinic,Centres (various),1991,IDEAL MEDICAL CENTER L.L.C,Abu Dhabi
2011,Private,MF268,Polyclinic,Dental Polyclinic,Centres (various),1979,HADDAD MEDICAL & DENTAL CENTRE,Abu Dhabi
2011,Private,MF983,Polyclinic,Medical Polyclinic,Centres (various),2004,DAR ALSHIFA MEDICAL CENTER L.L.C,Abu Dhabi
2011,Private,MF968,Polyclinic,Medical Polyclinic,Centres (various),1998,HEALTH & STYLE MEDICAL CENTRE,Abu Dhabi
2011,Private,MF961,Polyclinic,Medical Polyclinic,Centres (various),2003,ARABIAN ISLAND MEDICAL CENTRE,Abu Dhabi
2011,Private,MF949,Polyclinic,Medical Polyclinic,Centres (various),1998,NORA MEDICAL POLY CLINICS,Abu Dhabi
2011,Private,MF928,Polyclinic,Medical Polyclinic,Centres (various),1998,AL FALAH MEDICAL POLY CLINICS,Abu Dhabi
2011,Private,MF919,Polyclinic,Medical Polyclinic,Centres (various),1998,AL DHABI MEDICAL CENTRE,Abu Dhabi
2011,Private,MF899,Polyclinic,Medical Polyclinic,Centres (various),1998,IBN SINA MEDICAL CENTRE,Abu Dhabi
2011,Private,MF870,Polyclinic,Medical Polyclinic,Centres (various),2003,MODERN DOCTORS CENTRE L.L.C.,Abu Dhabi
2011,Private,MF87,Polyclinic,Medical Polyclinic,Centres (various),1985,AL KAMAL MEDICDAL POLY CLINICS- L L C,Abu Dhabi
2011,Private,MF844,Polyclinic,Medical Polyclinic,Centres (various),2005,AMWAJ MEDICAL CENTER,Abu Dhabi
2011,Private,MF823,Polyclinic,Medical Polyclinic,Centres (various),1998,MEDICAL LASER CENTER / DENTAL,Abu Dhabi
2011,Private,MF81,Polyclinic,Medical Polyclinic,Centres (various),1994,AL JAHWARI MEDICAL CENTRE,Abu Dhabi
2011,Private,MF799,Polyclinic,Medical Polyclinic,Centres (various),1999,AL  HOSN MEDICAL CENTRE,Abu Dhabi
2011,Private,MF77,Polyclinic,Medical Polyclinic,Centres (various),1992,AL HAITHAMI SPECIALIZED MEDICAL CENTRE,Abu Dhabi
2011,Private,MF769,Polyclinic,Medical Polyclinic,Centres (various),1997,FUTURE MEDICAL CENTRE,Abu Dhabi
2011,Private,MF765,Polyclinic,Dental Polyclinic,Centres (various),1997,DAOU DENTAL CENTER,Abu Dhabi
2011,Private,MF764,Polyclinic,Medical Polyclinic,Centres (various),1997,AL AHALI  MEDICAL CENTRE,Abu Dhabi
2011,Private,MF74,Polyclinic,Medical Polyclinic,Centres (various),1997,AL HIKMA MEDICAL CENTRE,Abu Dhabi
2011,Private,MF696,Polyclinic,Medical Polyclinic,Centres (various),1987,AL WATHBA NEW MEDICAL CENTRE,Abu Dhabi
2011,Private,MF68,Polyclinic,Medical Polyclinic,Centres (various),1990,AL GHAZALI SPECIALIZED POLY CLINICS - LLC,Abu Dhabi
2011,Private,MF674,Polyclinic,Medical Polyclinic,Centres (various),1996,BANIYAS AL AHLI MEDICAL CENTRE,Abu Dhabi
2011,Private,MF617,Polyclinic,Medical Polyclinic,Centres (various),1996,THE MEDICAL CLINIC FOR INNOVATION AND EXCELENCE,Abu Dhabi
2011,Private,MF613,Polyclinic,Dental Polyclinic,Centres (various),1996,JEIROUDI ORTHODONTIC CENTER,Abu Dhabi
2011,Private,MF609,Polyclinic,Medical Polyclinic,Centres (various),1995,GULF CHINESE MEDICAL CENTRE,Abu Dhabi
2011,Private,MF607,Polyclinic,Medical Polyclinic,Centres (various),1975,DR. RONALD MCCULLOCH COMPLEX,Abu Dhabi
2011,Private,MF59,Polyclinic,Medical Polyclinic,Centres (various),1993,FREEDOM MEDICAL CLINIC,Abu Dhabi
2011,Private,MF578,Polyclinic,Medical Polyclinic,Centres (various),1994,STAR MEDICAL CENTRE,Abu Dhabi
2011,Private,MF572,Polyclinic,Medical Polyclinic,Centres (various),1996,ALPHA MEDICAL  CENTER,Abu Dhabi
2011,Private,MF571,Polyclinic,Dental Polyclinic,Centres (various),1996,SWISS DENTAL MEDICAL CENTRE LLC,Abu Dhabi
2011,Private,MF534,Polyclinic,Medical Polyclinic,Centres (various),1988,AL RAHAT MEDICAL CENTRE,Abu Dhabi
2011,Public,MF497,Polyclinic,Medical Polyclinic,Centres (various),1998,ZAKUM DEVELOPMENT ZADCO MEDICAL CENTER,Abu Dhabi
2011,Private,MF494,Polyclinic,Medical Polyclinic,Centres (various),1994,TALAT MEDICAL CENTRE,Abu Dhabi
2011,Private,MF480,Polyclinic,Medical Polyclinic,Centres (various),2003,KALLOOR MEDICAL CENTRE,Abu Dhabi
2011,Private,MF475,Polyclinic,Medical Polyclinic,Centres (various),2004,ROYAL SPECIALIZED MEDICAL CENTRE – L L C,Abu Dhabi
2011,Private,MF471,Polyclinic,Medical Polyclinic,Centres (various),1991,TABARAK MEDICAL POLYCLINIC L L C,Abu Dhabi
2011,Private,MF440,Polyclinic,Medical Polyclinic,Centres (various),1987,SADD MAAREB MEDICAL CENTRE,Abu Dhabi
2011,Private,MF44,Polyclinic,Medical Polyclinic,Centres (various),2006,AL AMEEN MEDICAL CENTRE,Abu Dhabi
2011,Private,MF429,Polyclinic,Dental Polyclinic,Centres (various),1990,AL RAYASHI DENTAL CENTER,Abu Dhabi
2011,Private,MF405,Polyclinic,Medical Polyclinic,Centres (various),1982,OASIS AL AHLI MEDICAL CENTRE,Abu Dhabi
2011,Private,MF40,Polyclinic,Medical Polyclinic,Centres (various),1984,AL AHLI SPECIALISTS MEDICAL CENTRE,Abu Dhabi
2011,Private,MF371,Polyclinic,Dental Polyclinic,Centres (various),1990,DOCTOR MUSA ABU ZAYED DENTAL CENTER,Abu Dhabi
2011,Private,MF351,Polyclinic,Dental Polyclinic,Centres (various),1981,FAMILY DENTAL CENTER,Abu Dhabi
2011,Private,MF344,Polyclinic,Medical Polyclinic,Centres (various),1994,DR MICHELINE BOMBERT CLINIC,Abu Dhabi
2011,Private,MF339,Polyclinic,Medical Polyclinic,Centres (various),1992,MEDICAL SPECIALITY CENTRE,Abu Dhabi
2011,Private,MF286,Polyclinic,Medical Polyclinic,Centres (various),2001,ISLAMABAD MEDICAL CENTER,Abu Dhabi
2011,Private,MF287,Polyclinic,Medical Polyclinic,Centres (various),1979,AL ITTIHAD MEDICAL CENTRE LLC,Abu Dhabi
2011,Private,MF320,Polyclinic,Medical Polyclinic,Centres (various),1991,AL ZAHRA MEDICAL CENTRE,Abu Dhabi
2011,Private,MF315,Polyclinic,Medical Polyclinic,Centres (various),1988,KHYBER POLY CLINIC,Abu Dhabi
2011,Private,MF312,Polyclinic,Medical Polyclinic,Centres (various),1983,KHALIFA MEDICAL CENTRE,Abu Dhabi
2011,Private,MF3113,Polyclinic,Medical Polyclinic,Centres (various),2011,COSMESURGE & EMARITES HOSPITAL FOR ONE DAY SURGERY LLC - BRANCH 2,Abu Dhabi
2011,Private,MF3082,Polyclinic,Medical Polyclinic,Centres (various),2011,HEALTH  PLUS FAMILY HEALTH CENTER - LLC,Abu Dhabi
2011,Private,MF3052,Polyclinic,Medical Polyclinic,Centres (various),2011,SUMER MEDICAL POLYCLINIC LLC,Abu Dhabi
2011,Private,MF304,Polyclinic,Medical Polyclinic,Centres (various),1981,DR.KAIS ABU TAHA POLY CLINIC,Abu Dhabi
2011,Private,MF3037,Polyclinic,Medical Polyclinic,Centres (various),2011,DOCTOR ATIQUR RAHMAN POLYCLINIC LLC,Abu Dhabi
2011,Private,MF3036,Polyclinic,Dental Polyclinic,Centres (various),2011,TOWER CLINIC DENTAL CLINIC L L C,Abu Dhabi
2011,Private,MF2926,Polyclinic,Medical Polyclinic,Centres (various),2010,SYED SADIQ POLYCLINIC L L C,Abu Dhabi
2011,Private,MF2939,Polyclinic,Medical Polyclinic,Centres (various),2011,ORCHID MEDICAL CENTER L L C,Abu Dhabi
2011,Private,MF2951,Polyclinic,Medical Polyclinic,Centres (various),2011,ALRIYADH MEDICAL CENTRE L.L.C,Abu Dhabi
2011,Private,MF1030,Polyclinic,Medical Polyclinic,Centres (various),1999,AL AIN INTERNATIONAL MEDICAL POLY CLINIC L.L.C,Al Ain
2011,Private,MF119,Polyclinic,Medical Polyclinic,Centres (various),1978,AL NOOR MEDICAL CENTER - WLL,Al Ain
2011,Private,MF1206,Polyclinic,Dental Polyclinic,Centres (various),2001,ALANIS DENTAL CENTER L L C,Al Ain
2011,Private,MF1301,Polyclinic,Medical Polyclinic,Centres (various),2002,AL FAISAL MEDICAL CENTER,Al Ain
2011,Private,MF1359,Polyclinic,Medical Polyclinic,Centres (various),2002,FATIMA MEDICAL CENTER L.L.C.,Al Ain
2011,Private,MF1468,Polyclinic,Medical Polyclinic,Centres (various),2003,ELAJ MEDICAL CENTRE - BRANCH FROM DUBAI,Al Ain
2011,Private,MF1487,Polyclinic,Medical Polyclinic,Centres (various),2003,NOOR AL AIN MEDICAL CENTER,Al Ain
2011,Private,MF1518,Polyclinic,Dental Polyclinic,Centres (various),2003,AL DIWAN  DENTAL CENTRE,Al Ain
2011,Private,MF166,Polyclinic,Dental Polyclinic,Centres (various),1982,ALBARAZI DENTAL CENTER L L C,Al Ain
2011,Private,MF1693,Polyclinic,Medical Polyclinic,Centres (various),2004,AL RANEEN MEDICAL CENTRE,Al Ain
2011,Private,MF1781,Polyclinic,Dental Polyclinic,Centres (various),2005,AL MALAK DENTAL  AND ORTHODONTIC POLYCLINIC L.L.C,Al Ain
2011,Private,MF1835,Polyclinic,Medical Polyclinic,Centres (various),2005,RANA MEDICAL CENTRE,Al Ain
2011,Private,MF1854,Polyclinic,Dental Polyclinic,Centres (various),2005,UPDATE MEDICAL DENTAL POLYCLINIC UMDC,Al Ain
2011,Private,MF1893,Polyclinic,Dental Polyclinic,Centres (various),2005,MODERN AL SALAM ORTHODONTIC & DENTAL CENTER,Al Ain
2011,Private,MF191,Polyclinic,Medical Polyclinic,Centres (various),1984,SULAIMAN MEDICAL CENTRE,Al Ain
2011,Private,MF1925,Polyclinic,Medical Polyclinic,Centres (various),2005,COSMESURGE & EMIRATES HOSPITAL FOR ONE DAY SURGERY L L C.  AL AIN BRANCH,Al Ain
2011,Private,MF1929,Polyclinic,Medical Polyclinic,Centres (various),2006,AL RAFA POLY CLINIC L L C,Al Ain
2011,Private,MF1938,Polyclinic,Dental Polyclinic,Centres (various),2006,DOMANIAL DENTAL CENTER,Al Ain
2011,Private,MF1955,Polyclinic,Medical Polyclinic,Centres (various),2007,IRAQ DENTAL AND ORTHODONTIC CENTER,Al Ain
2011,Private,MF1958,Polyclinic,Dental Polyclinic,Centres (various),2007,AL AIN AL SALAM ORTHODONTIC CENTER,Al Ain
2011,Private,MF1961,Polyclinic,Dental Polyclinic,Centres (various),2007,OAISS BRACES CENTRE-BRANCH AL AIN,Al Ain
2011,Private,MF1962,Polyclinic,Dental Polyclinic,Centres (various),2007,MONALISA DENTAL CENTER,Al Ain
2011,Private,MF1973,Polyclinic,Medical Polyclinic,Centres (various),2007,AL AIN ALAHILI MEDICAL CENTRE,Al Ain
2011,Private,MF206,Polyclinic,Medical Polyclinic,Centres (various),1982,CITY DENTAL AND MEDICAL CENTRE,Al Ain
2011,Private,MF2144,Polyclinic,Medical Polyclinic,Centres (various),2008,IDEAL MEDICAL CENTER - L.L.C. -  AL AIN BRANCH,Al Ain
2011,Private,MF2304,Polyclinic,Dental Polyclinic,Centres (various),2008,NEW AL SALAM CENTRE FOR ORTHODONTICS & DENTAL/ BRANCH,Al Ain
2011,Private,MF231,Polyclinic,Medical Polyclinic,Centres (various),1983,EMIRATES  MEDICAL SERVICES CENTRE CLINICS,Al Ain
2011,Private,MF2338,Polyclinic,Dental Polyclinic,Centres (various),2009,HIGH CLASS DENTAL POLY CLINIC,Al Ain
2011,Private,MF2434,Polyclinic,Dental Polyclinic,Centres (various),2010,FRENCH DENTAL & ORTHODONTICS CENTER-BRANCH,Al Ain
2011,Private,MF2445,Polyclinic,Medical Polyclinic,Centres (various),2009,HEALTH & BEAUTY  POLYCLINIC,Al Ain
2011,Private,MF269,Polyclinic,Medical Polyclinic,Centres (various),2001,HAFIT MEDICAL COMPLEX,Al Ain
2011,Private,MF999,Polyclinic,Medical Polyclinic,Centres (various),2001,MORANI ORTHODONTIC CENTER & GENERAL MEDICAL - L.L.C,Al Ain
2011,Private,MF272,Polyclinic,Medical Polyclinic,Centres (various),1994,HAMDAN MEDICAL CENTRE,Al Ain
2011,Private,MF69,Polyclinic,Medical Polyclinic,Centres (various),1998,AL JIMI MEDICAL POLYCLINICS,Al Ain
2011,Private,MF681,Polyclinic,Dental Polyclinic,Centres (various),2004,ROYAL DENTAL CENTER,Al Ain
2011,Private,MF666,Polyclinic,Medical Polyclinic,Centres (various),1996,AL WAQAR MEDICAL CENTRE,Al Ain
2011,Private,MF663,Polyclinic,Medical Polyclinic,Centres (various),2003,EUROPEAN GERMAN  MEDICAL CENTER - L.L.C,Al Ain
2011,Private,MF660,Polyclinic,Medical Polyclinic,Centres (various),1996,MODERN  CENTER,Al Ain
2011,Private,MF657,Polyclinic,Medical Polyclinic,Centres (various),1994,SWEDISH MEDICAL CENTRE - WLL- BRANCH,Al Ain
2011,Private,MF624,Polyclinic,Medical Polyclinic,Centres (various),1997,AL AIN SPECIALIZED MEDICAL CENTER,Al Ain
2011,Private,MF554,Polyclinic,Medical Polyclinic,Centres (various),2003,AL RAAYA SPECIALIZED MEDICAL CENTER,Al Ain
2011,Private,MF478,Polyclinic,Medical Polyclinic,Centres (various),2003,AL AIN MODERN MEDICAL GROUP,Al Ain
2011,Private,MF467,Polyclinic,Medical Polyclinic,Centres (various),1980,SULTAN MEDICAL CENTRE,Al Ain
2011,Private,MF466,Polyclinic,Medical Polyclinic,Centres (various),1986,BIN SULAIMAN MEDICAL CENTRE,Al Ain
2011,Private,MF46,Polyclinic,Medical Polyclinic,Centres (various),1993,AL ANDALUS DENTAL CLINIC,Al Ain
2011,Private,MF41,Polyclinic,Dental Polyclinic,Centres (various),1992,AL AIN ADVANCED DENTAL CENTRE,Al Ain
2011,Private,MF391,Polyclinic,Dental Polyclinic,Centres (various),2004,NEW AL SALAM CENTRE FOR ORTHODONTICS & DENTAL,Al Ain
2011,Private,MF390,Polyclinic,Medical Polyclinic,Centres (various),1987,NEW AL AIN MEDICAL CLINCS CENTER LLC,Al Ain
2011,Private,MF37,Polyclinic,Medical Polyclinic,Centres (various),1979,AL AAHED MEDICAL CENTRE L L C,Al Ain
2011,Private,MF3104,Polyclinic,Medical Polyclinic,Centres (various),2011,COSMO HEALTH MEDICAL POLYCLINICS L.L.C.,Al Ain
2011,Private,MF2927,Polyclinic,Medical Polyclinic,Centres (various),2011,AL MAALI MEDICAL POYCLINIC,Al Ain
2011,Private,MF3005,Polyclinic,Medical Polyclinic,Centres (various),2011,cocoon health and beauty center,Al Ain
2011,Private,MF103,Polyclinic,Medical Polyclinic,Centres (various),1995,AL MARFA AL AHLI MEDICAL CENTRE,Al Dhafrah 
2011,Private,MF1140,Polyclinic,Medical Polyclinic,Centres (various),2000,RAHMA MEDICAL CLINIC,Al Dhafrah 
2011,Private,MF2339,Polyclinic,Medical Polyclinic,Centres (various),2009,ALNOOR HOSPITAL SPECIALITY CLINICS - MADINA ZAYED,Al Dhafrah 
2011,Private,MF734,Polyclinic,Medical Polyclinic,Centres (various),1997,MADINA ZAYED AL AHLI MEDICAL CENTRE,Al Dhafrah 
2011,Private,MF577,Polyclinic,Medical Polyclinic,Centres (various),1996,GAYATHI AL AHLI MEDICAL CENTRE,Al Dhafrah 
2011,Private,MF1227,Diagnostic Centre,Diagnostic Center,Centres (various),2001,AL BORG DIAGNOSTIC CENTRE FOR  LABORATORIES,Abu Dhabi
2011,Private,MF167,Diagnostic Centre,Diagnostic Center,Centres (various),1987,ANNAB LABORATORY,Abu Dhabi
2011,Private,MF215,Diagnostic Centre,Diagnostic Center,Centres (various),1985,DAR AL MOUASAH DIAGNOSTIC CENTRE,Abu Dhabi
2011,Private,MF2342,Diagnostic Centre,Diagnostic Center,Centres (various),2011,NATIONAL REFERENCE LABORATORY LLC,Abu Dhabi
2011,Public,MF2374,Diagnostic Centre,Diagnostic Center / Blood Bank,Centres (various),2008,ABU DHABI BLOOD BANK,Abu Dhabi
2011,Private,MF2487,Diagnostic Centre,Diagnostic Center,Centres (various),2010,THE OPEN MRI CENTER -LLC,Abu Dhabi
2011,Public,MF2491,Diagnostic Centre,Diagnostic Center,Centres (various),2009,DISEASE PREVENTION AND SCREENING CENTER - MUSSAFAH,Abu Dhabi
