Year,Sector,Facility Region,Facility Type Group,Facility Reporting Name,National Expatriate,Inpatient Outpatient,ER,Episodes Count
2011,Private,Abu Dhabi,Centres (various),Baniyas Medical Clinics,N/A,Outpatient,Non ER,111
2011,Private,Abu Dhabi,Centres (various),Baniyas Medical Clinics,National,Outpatient,Non ER,1216
2011,Private,Abu Dhabi,Centres (various),Barakat Opticals-Abu Dhabi Branch,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Barbara Orthodontic And Dental Polyclinic,Expatriate,Outpatient,Non ER,1117
2011,Private,Abu Dhabi,Centres (various),Barbara Orthodontic And Dental Polyclinic,N/A,Outpatient,Non ER,523
2011,Private,Abu Dhabi,Centres (various),Barbara Orthodontic And Dental Polyclinic,National,Outpatient,Non ER,1108
2011,Private,Abu Dhabi,Centres (various),Basel Medical Centre,Expatriate,Outpatient,Non ER,2658
2011,Private,Abu Dhabi,Centres (various),Basel Medical Centre,N/A,Outpatient,Non ER,1029
2011,Private,Abu Dhabi,Centres (various),Basel Medical Centre,National,Outpatient,Non ER,1867
2011,Private,Abu Dhabi,Centres (various),Basiso Dental Centre,Expatriate,Outpatient,Non ER,1405
2011,Private,Abu Dhabi,Centres (various),Basiso Dental Centre,N/A,Outpatient,Non ER,638
2011,Private,Abu Dhabi,Centres (various),Basiso Dental Centre,National,Outpatient,Non ER,705
2011,Private,Abu Dhabi,Centres (various),Beauty Alliance Skin & Beauty Medical Centre.,N/A,Outpatient,Non ER,2749
2011,Private,Abu Dhabi,Centres (various),Biocare Heart & Allergy Centre,N/A,Outpatient,Non ER,2749
2011,Private,Abu Dhabi,Centres (various),Bissan Dental Laboratory,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Bright Dental Poly Clinic,Expatriate,Outpatient,Non ER,241
2011,Private,Abu Dhabi,Centres (various),Bright Dental Poly Clinic,N/A,Outpatient,Non ER,5
2011,Private,Abu Dhabi,Centres (various),Bright Dental Poly Clinic,National,Outpatient,Non ER,2672
2011,Private,Abu Dhabi,Centres (various),Canadian Medical Centre,Expatriate,Outpatient,Non ER,686
2011,Private,Abu Dhabi,Centres (various),Canadian Medical Centre,N/A,Outpatient,Non ER,228
2011,Private,Abu Dhabi,Centres (various),Canadian Medical Centre,National,Outpatient,Non ER,810
2011,Private,Abu Dhabi,Centres (various),Capital Medical Centre For Health Screening,N/A,Outpatient,Non ER,24745
2011,Private,Abu Dhabi,Centres (various),Care Well Medical Centre,Expatriate,Outpatient,Non ER,21603
2011,Private,Abu Dhabi,Centres (various),Care Well Medical Centre,N/A,Outpatient,Non ER,2868
2011,Private,Abu Dhabi,Centres (various),Care Well Medical Centre,National,Outpatient,Non ER,10025
2011,Private,Abu Dhabi,Centres (various),Care Well Medical Centre-Branch,Expatriate,Outpatient,Non ER,10778
2011,Private,Abu Dhabi,Centres (various),Care Well Medical Centre-Branch,N/A,Outpatient,Non ER,268
2011,Private,Abu Dhabi,Centres (various),Care Well Medical Centre-Branch,National,Outpatient,Non ER,1264
2011,Private,Abu Dhabi,Centres (various),Care Well Modern Medical Centre,Expatriate,Outpatient,Non ER,3599
2011,Private,Abu Dhabi,Centres (various),Care Well Modern Medical Centre,N/A,Outpatient,Non ER,345
2011,Private,Abu Dhabi,Centres (various),Care Well Modern Medical Centre,National,Outpatient,Non ER,327
2011,Private,Abu Dhabi,Centres (various),City Dental Technology Laboratory,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Consultant Medical Centre,Expatriate,Inpatient,Non ER,27
2011,Private,Abu Dhabi,Centres (various),Consultant Medical Centre,Expatriate,Outpatient,Non ER,8779
2011,Private,Abu Dhabi,Centres (various),Consultant Medical Centre,N/A,Inpatient,Non ER,9
2011,Private,Abu Dhabi,Centres (various),Consultant Medical Centre,N/A,Outpatient,Non ER,3099
2011,Private,Abu Dhabi,Centres (various),Consultant Medical Centre,National,Inpatient,Non ER,18
2011,Private,Abu Dhabi,Centres (various),Consultant Medical Centre,National,Outpatient,Non ER,10291
2011,Private,Abu Dhabi,Centres (various),Cosmesurge & Emarites For One Day Surgery - 2,N/A,Outpatient,Non ER,10998
2011,Private,Abu Dhabi,Centres (various),Cosmesurge & Emirates One Day Surgery,N/A,Outpatient,Non ER,5499
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,Expatriate,Inpatient,Non ER,40
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,Expatriate,Outpatient,Non ER,8163
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,Expatriate,Outpatient,ER,2
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,N/A,Inpatient,Non ER,6
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,N/A,Outpatient,Non ER,2052
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,National,Inpatient,Non ER,74
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,National,Inpatient,ER,2
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,National,Outpatient,Non ER,16864
2011,Private,Abu Dhabi,Centres (various),Cosmesurge Emarites For One Day Surgery,National,Outpatient,ER,2
2011,Private,Abu Dhabi,Centres (various),Cosmpolitan Medical Centre,Expatriate,Outpatient,Non ER,9058
2011,Private,Abu Dhabi,Centres (various),Cosmpolitan Medical Centre,N/A,Outpatient,Non ER,2081
2011,Private,Abu Dhabi,Centres (various),Cosmpolitan Medical Centre,National,Outpatient,Non ER,2049
2011,Private,Abu Dhabi,Centres (various),Creative Dental Laboratory,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Danty Dental Laboratory,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Daou Dental Centre,Expatriate,Outpatient,Non ER,4149
2011,Private,Abu Dhabi,Centres (various),Daou Dental Centre,N/A,Outpatient,Non ER,349
2011,Private,Abu Dhabi,Centres (various),Daou Dental Centre,National,Outpatient,Non ER,6498
2011,Private,Abu Dhabi,Centres (various),Dar Al Mouasah Diagnostic Centre,Expatriate,Outpatient,Non ER,9347
2011,Private,Abu Dhabi,Centres (various),Dar Al Mouasah Diagnostic Centre,Expatriate,Outpatient,ER,1
2011,Private,Abu Dhabi,Centres (various),Dar Al Mouasah Diagnostic Centre,N/A,Outpatient,Non ER,1565
2011,Private,Abu Dhabi,Centres (various),Dar Al Mouasah Diagnostic Centre,National,Outpatient,Non ER,898
2011,Private,Abu Dhabi,Centres (various),Dar Alshifa Medical Centre,Expatriate,Outpatient,Non ER,7945
2011,Private,Abu Dhabi,Centres (various),Dar Alshifa Medical Centre,N/A,Outpatient,Non ER,2733
2011,Private,Abu Dhabi,Centres (various),Dar Alshifa Medical Centre,National,Outpatient,Non ER,10702
2011,Private,Abu Dhabi,Centres (various),Dar Opticals,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dar Opticals -,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dar Opticals - 8,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dar Opticals Branch 3,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dar Opticals-Branch 6,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dar Opticals-Branch-2,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dareen International Company - Abu Dhabi,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Davinci Dental Clinic,Expatriate,Outpatient,Non ER,2440
2011,Private,Abu Dhabi,Centres (various),Davinci Dental Clinic,N/A,Outpatient,Non ER,1099
2011,Private,Abu Dhabi,Centres (various),Davinci Dental Clinic,National,Outpatient,Non ER,4708
2011,Private,Abu Dhabi,Centres (various),Dawn Medical Centre,Expatriate,Outpatient,Non ER,1616
2011,Private,Abu Dhabi,Centres (various),Dawn Medical Centre,N/A,Outpatient,Non ER,153
2011,Private,Abu Dhabi,Centres (various),Dawn Medical Centre,National,Outpatient,Non ER,2177
2011,Private,Abu Dhabi,Centres (various),Dctor Atiqur Rahman Polyclinic,Expatriate,Outpatient,Non ER,842
2011,Private,Abu Dhabi,Centres (various),Dctor Atiqur Rahman Polyclinic,Expatriate,Outpatient,ER,2
2011,Private,Abu Dhabi,Centres (various),Dctor Atiqur Rahman Polyclinic,N/A,Outpatient,Non ER,112
2011,Private,Abu Dhabi,Centres (various),Dctor Atiqur Rahman Polyclinic,National,Outpatient,Non ER,105
2011,Private,Abu Dhabi,Centres (various),Delma Medical Centre,Expatriate,Outpatient,Non ER,2840
2011,Private,Abu Dhabi,Centres (various),Delma Medical Centre,N/A,Outpatient,Non ER,2193
2011,Private,Abu Dhabi,Centres (various),Delma Medical Centre,National,Outpatient,Non ER,5963
2011,Private,Abu Dhabi,Centres (various),Dentacare Centre,Expatriate,Outpatient,Non ER,5843
2011,Private,Abu Dhabi,Centres (various),Dentacare Centre,N/A,Outpatient,Non ER,2432
2011,Private,Abu Dhabi,Centres (various),Dentacare Centre,National,Outpatient,Non ER,2721
2011,Private,Abu Dhabi,Centres (various),Doctor Musa Abu Zayed Dental Centre,N/A,Outpatient,Non ER,2749
2011,Private,Abu Dhabi,Centres (various),Dr Micheline Bombert Clinic,Expatriate,Outpatient,Non ER,724
2011,Private,Abu Dhabi,Centres (various),Dr Micheline Bombert Clinic,N/A,Outpatient,Non ER,757
2011,Private,Abu Dhabi,Centres (various),Dr Micheline Bombert Clinic,National,Outpatient,Non ER,1267
2011,Private,Abu Dhabi,Centres (various),Dr Rocco Specialised Dental Centre,N/A,Outpatient,Non ER,8248
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Abu Sharia Medical Centre,Expatriate,Outpatient,Non ER,1874
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Abu Sharia Medical Centre,N/A,Outpatient,Non ER,593
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Abu Sharia Medical Centre,National,Inpatient,Non ER,1
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Abu Sharia Medical Centre,National,Outpatient,Non ER,7099
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Abu Sharia Medical Centre,National,Outpatient,ER,1
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Hassan Fikri Medical Centre,Expatriate,Inpatient,Non ER,1
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Hassan Fikri Medical Centre,Expatriate,Outpatient,Non ER,27854
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Hassan Fikri Medical Centre,N/A,Outpatient,Non ER,11329
2011,Private,Abu Dhabi,Centres (various),Dr. Ahmed Hassan Fikri Medical Centre,National,Outpatient,Non ER,11485
2011,Private,Abu Dhabi,Centres (various),Dr. Aljundi Orthodontic And Dental Centre,Expatriate,Outpatient,Non ER,267
2011,Private,Abu Dhabi,Centres (various),Dr. Aljundi Orthodontic And Dental Centre,N/A,Outpatient,Non ER,14
2011,Private,Abu Dhabi,Centres (various),Dr. Aljundi Orthodontic And Dental Centre,National,Outpatient,Non ER,1952
2011,Private,Abu Dhabi,Centres (various),Dr. Amal Biyali Centre,N/A,Outpatient,Non ER,2749
2011,Private,Abu Dhabi,Centres (various),Dr. Firas Dental And Orthodontic Centre,Expatriate,Outpatient,Non ER,1497
2011,Private,Abu Dhabi,Centres (various),Dr. Firas Dental And Orthodontic Centre,N/A,Outpatient,Non ER,663
2011,Private,Abu Dhabi,Centres (various),Dr. Firas Dental And Orthodontic Centre,National,Outpatient,Non ER,6087
2011,Private,Abu Dhabi,Centres (various),Dr. Mahmood Al Mahjari Dental Medical Clinic,N/A,Outpatient,Non ER,5499
2011,Private,Abu Dhabi,Centres (various),Dr. Moopens Medical Poly Clinic,Expatriate,Outpatient,Non ER,15468
2011,Private,Abu Dhabi,Centres (various),Dr. Moopens Medical Poly Clinic,Expatriate,Outpatient,ER,1
2011,Private,Abu Dhabi,Centres (various),Dr. Moopens Medical Poly Clinic,N/A,Outpatient,Non ER,1037
2011,Private,Abu Dhabi,Centres (various),Dr. Moopens Medical Poly Clinic,National,Outpatient,Non ER,2431
2011,Private,Abu Dhabi,Centres (various),Dr. Mousa Alsilwadi Medical Centre,N/A,Outpatient,Non ER,5499
2011,Private,Abu Dhabi,Centres (various),Dr. Ronald Mcculloch Complex,Expatriate,Outpatient,Non ER,396
2011,Private,Abu Dhabi,Centres (various),Dr. Ronald Mcculloch Complex,National,Outpatient,Non ER,5102
2011,Private,Abu Dhabi,Centres (various),Dr. Walaa Fakhr Medical Centre,Expatriate,Inpatient,Non ER,78
2011,Private,Abu Dhabi,Centres (various),Dr. Walaa Fakhr Medical Centre,Expatriate,Outpatient,Non ER,1211
2011,Private,Abu Dhabi,Centres (various),Dr. Walaa Fakhr Medical Centre,N/A,Inpatient,Non ER,34
2011,Private,Abu Dhabi,Centres (various),Dr. Walaa Fakhr Medical Centre,N/A,Outpatient,Non ER,531
2011,Private,Abu Dhabi,Centres (various),Dr. Walaa Fakhr Medical Centre,National,Inpatient,Non ER,86
2011,Private,Abu Dhabi,Centres (various),Dr. Walaa Fakhr Medical Centre,National,Outpatient,Non ER,933
2011,Private,Abu Dhabi,Centres (various),Dr. Yahya Ali Al Madwahi Eyes &Opticals Centre,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Dr.Kais Abu Taha Poly Clinic,Expatriate,Outpatient,Non ER,761
2011,Private,Abu Dhabi,Centres (various),Dr.Kais Abu Taha Poly Clinic,N/A,Outpatient,Non ER,445
2011,Private,Abu Dhabi,Centres (various),Dr.Kais Abu Taha Poly Clinic,National,Outpatient,Non ER,953
2011,Private,Abu Dhabi,Centres (various),Dr.Munir Silwadi Dental Centre,Expatriate,Outpatient,Non ER,3157
2011,Private,Abu Dhabi,Centres (various),Dr.Munir Silwadi Dental Centre,N/A,Outpatient,Non ER,1320
2011,Private,Abu Dhabi,Centres (various),Dr.Munir Silwadi Dental Centre,National,Outpatient,Non ER,14768
2011,Private,Abu Dhabi,Centres (various),Eastern Al Ahli Medical Centre,Expatriate,Outpatient,Non ER,3215
2011,Private,Abu Dhabi,Centres (various),Eastern Al Ahli Medical Centre,N/A,Outpatient,Non ER,196
2011,Private,Abu Dhabi,Centres (various),Eastern Al Ahli Medical Centre,National,Outpatient,Non ER,2748
2011,Private,Abu Dhabi,Centres (various),Elaj Medical Centre,Expatriate,Inpatient,Non ER,93
2011,Private,Abu Dhabi,Centres (various),Elaj Medical Centre,Expatriate,Outpatient,Non ER,1605
2011,Private,Abu Dhabi,Centres (various),Elaj Medical Centre,N/A,Inpatient,Non ER,101
2011,Private,Abu Dhabi,Centres (various),Elaj Medical Centre,N/A,Outpatient,Non ER,747
2011,Private,Abu Dhabi,Centres (various),Elaj Medical Centre,National,Inpatient,Non ER,227
2011,Private,Abu Dhabi,Centres (various),Elaj Medical Centre,National,Outpatient,Non ER,5473
2011,Private,Abu Dhabi,Centres (various),Elite Dental Fabrication Laboratory,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Elite Optics,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Emerates Heart Centre,National,Outpatient,Non ER,2749
2011,Private,Abu Dhabi,Centres (various),Emirates And Japanes Diet Centre,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Etihad Airways Polyclinic,N/A,Outpatient,Non ER,19246
2011,Private,Abu Dhabi,Centres (various),European Canadian Medical Centre,Expatriate,Outpatient,Non ER,492
2011,Private,Abu Dhabi,Centres (various),European Canadian Medical Centre,N/A,Outpatient,Non ER,7509
2011,Private,Abu Dhabi,Centres (various),European Canadian Medical Centre,National,Outpatient,Non ER,246
2011,Private,Abu Dhabi,Centres (various),Exeter Medical Centre,Expatriate,Inpatient,Non ER,50
2011,Private,Abu Dhabi,Centres (various),Exeter Medical Centre,Expatriate,Outpatient,Non ER,10694
2011,Private,Abu Dhabi,Centres (various),Exeter Medical Centre,N/A,Inpatient,Non ER,83
2011,Private,Abu Dhabi,Centres (various),Exeter Medical Centre,N/A,Outpatient,Non ER,7770
2011,Private,Abu Dhabi,Centres (various),Exeter Medical Centre,National,Inpatient,Non ER,41
2011,Private,Abu Dhabi,Centres (various),Exeter Medical Centre,National,Outpatient,Non ER,17103
2011,Private,Abu Dhabi,Centres (various),Family Dental Centre,Expatriate,Outpatient,Non ER,408
2011,Private,Abu Dhabi,Centres (various),Family Dental Centre,N/A,Outpatient,Non ER,373
2011,Private,Abu Dhabi,Centres (various),Family Dental Centre,National,Outpatient,Non ER,653
2011,Private,Abu Dhabi,Centres (various),First Medical Centre,Expatriate,Outpatient,Non ER,4280
2011,Private,Abu Dhabi,Centres (various),First Medical Centre,N/A,Outpatient,Non ER,2291
2011,Private,Abu Dhabi,Centres (various),First Medical Centre,National,Outpatient,Non ER,9924
2011,Private,Abu Dhabi,Centres (various),Freedom Medical Clinic,Expatriate,Outpatient,Non ER,2787
2011,Private,Abu Dhabi,Centres (various),Freedom Medical Clinic,N/A,Outpatient,Non ER,1213
2011,Private,Abu Dhabi,Centres (various),Freedom Medical Clinic,National,Outpatient,Non ER,1497
2011,Private,Abu Dhabi,Centres (various),French Dental & Orthodontics Centre,Expatriate,Outpatient,Non ER,394
2011,Private,Abu Dhabi,Centres (various),French Dental & Orthodontics Centre,N/A,Outpatient,Non ER,159
2011,Private,Abu Dhabi,Centres (various),French Dental & Orthodontics Centre,National,Outpatient,Non ER,1657
2011,Private,Abu Dhabi,Centres (various),Future Medical Centre,Expatriate,Outpatient,Non ER,761
2011,Private,Abu Dhabi,Centres (various),Future Medical Centre,N/A,Outpatient,Non ER,276
2011,Private,Abu Dhabi,Centres (various),Future Medical Centre,National,Outpatient,Non ER,4461
2011,Private,Abu Dhabi,Centres (various),Gentle Dental Care Centre,Expatriate,Outpatient,Non ER,3015
2011,Private,Abu Dhabi,Centres (various),Gentle Dental Care Centre,N/A,Outpatient,Non ER,106
2011,Private,Abu Dhabi,Centres (various),Gentle Dental Care Centre,National,Outpatient,Non ER,2377
2011,Private,Abu Dhabi,Centres (various),Golden Sand Medical Centre,Expatriate,Outpatient,Non ER,17647
2011,Private,Abu Dhabi,Centres (various),Golden Sand Medical Centre,Expatriate,Outpatient,ER,1
2011,Private,Abu Dhabi,Centres (various),Golden Sand Medical Centre,N/A,Outpatient,Non ER,2338
2011,Private,Abu Dhabi,Centres (various),Golden Sand Medical Centre,National,Outpatient,Non ER,6051
2011,Private,Abu Dhabi,Centres (various),Grace Medical Centre,Expatriate,Outpatient,Non ER,2466
2011,Private,Abu Dhabi,Centres (various),Grace Medical Centre,N/A,Outpatient,Non ER,371
2011,Private,Abu Dhabi,Centres (various),Grace Medical Centre,National,Outpatient,Non ER,5410
2011,Private,Abu Dhabi,Centres (various),Grand Optics,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Gulf Chinese Medical Centre,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Gulf International Cancer Centre,Expatriate,Outpatient,Non ER,3573
2011,Private,Abu Dhabi,Centres (various),Gulf International Cancer Centre,N/A,Outpatient,Non ER,1706
2011,Private,Abu Dhabi,Centres (various),Gulf International Cancer Centre,National,Inpatient,Non ER,6
2011,Private,Abu Dhabi,Centres (various),Gulf International Cancer Centre,National,Outpatient,Non ER,8461
2011,Private,Abu Dhabi,Centres (various),Gulf Optical Centre,N/A,Outpatient,Non ER,Null
2011,Private,Abu Dhabi,Centres (various),Gulf Pearl Dental Centre,Expatriate,Outpatient,Non ER,1570
2011,Private,Abu Dhabi,Centres (various),Gulf Pearl Dental Centre,N/A,Outpatient,Non ER,84
2011,Private,Abu Dhabi,Centres (various),Gulf Pearl Dental Centre,National,Outpatient,Non ER,3844
2011,Private,Abu Dhabi,Centres (various),Gulf Radiology &Laboratory,Expatriate,Inpatient,Non ER,1
2011,Private,Abu Dhabi,Centres (various),Gulf Radiology &Laboratory,Expatriate,Outpatient,Non ER,9780
2011,Private,Abu Dhabi,Centres (various),Gulf Radiology &Laboratory,N/A,Outpatient,Non ER,1374
2011,Private,Abu Dhabi,Centres (various),Gulf Radiology &Laboratory,National,Outpatient,Non ER,2099
