Year,Nationality,Gender,Age Group,Cancer site,Count
2018,Expatriate,Male,30-34,Myeloid Leukaemia,4
2018,Expatriate,Male,30-34,Diffuse,2
2018,Expatriate,Male,30-34,Connective And Soft Tissue,1
2018,Expatriate,Male,30-34,Brain,1
2018,Expatriate,Male,35-39,Pancreas,1
2018,Expatriate,Male,35-39,Other And Ill-Defined Sites,1
2018,Expatriate,Male,35-39,Oesophagus,1
2018,Expatriate,Male,35-39,Myeloid Leukaemia,1
2018,Expatriate,Male,35-39,Lymphoid Leukaemia,1
2018,Expatriate,Male,35-39,Liver And Intrahepatic Bile Ducts,1
2018,Expatriate,Male,35-39,Leukaemia,1
2018,Expatriate,Male,35-39,Colon,1
2018,Expatriate,Male,35-39,Brain,1
2018,Expatriate,Male,35-39,Biliary Tract,1
2018,Expatriate,Male,35-39, Independent (Primary) Multiple Sites,1
2018,Expatriate,Male,40-44,Tongue,1
2018,Expatriate,Male,40-44,Liver And Intrahepatic Bile Ducts,1
2018,Expatriate,Male,40-44,"Kidney, Except Renal Pelvis",2
2018,Expatriate,Male,40-44,Colon,1
2018,Expatriate,Male,40-44,Bronchus And Lung,1
2018,Expatriate,Male,40-44,Brain,2
2018,Expatriate,Male,40-44,Bone,1
2018,Expatriate,Male,45-49,Thyroid Gland,1
2018,Expatriate,Male,45-49,Prostate,1
2018,Expatriate,Male,45-49,Oesophagus,1
2018,Expatriate,Male,45-49,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Male,45-49,Liver And Intrahepatic Bile Ducts,1
2018,Expatriate,Male,45-49,Colon,3
2018,Expatriate,Male,45-49,Brain,1
2018,Expatriate,Male,50-54,Stomach,1
2018,Expatriate,Male,50-54,Skin,1
2018,Expatriate,Male,50-54,Secondary,1
2018,Expatriate,Male,50-54,Rectum,1
2018,Expatriate,Male,50-54,Other And Ill-Defined Sites,1
2018,Expatriate,Male,50-54,Myeloid Leukaemia,2
2018,Expatriate,Male,50-54,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Male,50-54,Mouth,1
2018,Expatriate,Male,50-54,Liver And Intrahepatic Bile Ducts,2
2018,Expatriate,Male,50-54,Larynx,1
2018,Expatriate,Male,50-54,Diffuse,1
2018,Expatriate,Male,50-54,Colon,1
2018,Expatriate,Male,50-54,Bronchus And Lung,2
2018,Expatriate,Male,50-54,Breast,1
2018,Expatriate,Male,50-54, Non-Hodgkin'S Lymphoma,1
2018,Expatriate,Male,55-59,Tongue,1
2018,Expatriate,Male,55-59,Testis,1
2018,Expatriate,Male,55-59,Secondary,2
2018,Expatriate,Male,55-59,Prostate,1
2018,Expatriate,Male,55-59,Pancreas,1
2018,Expatriate,Male,55-59,Oropharynx,1
2018,Expatriate,Male,55-59,Myeloid Leukaemia,2
2018,Expatriate,Male,55-59,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Male,55-59,Mouth,1
2018,Expatriate,Male,55-59,Mesothelioma,1
2018,Expatriate,Male,55-59,Liver And Intrahepatic Bile Ducts,2
2018,Expatriate,Male,55-59,"Kidney, Except Renal Pelvis",2
2018,Expatriate,Male,55-59,Gallbladder,1
2018,Expatriate,Male,55-59,Diffuse,2
2018,Expatriate,Male,55-59,Colon,3
2018,Expatriate,Male,55-59,Bronchus And Lung,3
2018,Expatriate,Male,55-59,Brain,1
2018,Expatriate,Male,60-64,Urinary Organs,1
2018,Expatriate,Male,60-64,Tongue,1
2018,Expatriate,Male,60-64,Secondary,1
2018,Expatriate,Male,60-64,Pancreas,1
2018,Expatriate,Male,60-64,Oesophagus,1
2018,Expatriate,Male,60-64,Myeloid Leukaemia,1
2018,Expatriate,Male,60-64,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Male,60-64,Mouth,1
2018,Expatriate,Male,60-64,Liver And Intrahepatic Bile Ducts,6
2018,Expatriate,Male,60-64,Larynx,1
2018,Expatriate,Male,60-64,"Kidney, Except Renal Pelvis",1
2018,Expatriate,Male,60-64,Colon,4
2018,Expatriate,Male,60-64,Bronchus And Lung,2
2018,Expatriate,Male,60-64,Brain,1
2018,Expatriate,Male,60-64,Bladder,3
2018,Expatriate,Male,65-69,Secondary,1
2018,Expatriate,Male,65-69,Prostate,1
2018,Expatriate,Male,65-69,Penis,1
2018,Expatriate,Male,65-69,Pancreas,5
2018,Expatriate,Male,65-69,Oesophagus,1
2018,Expatriate,Male,65-69,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Male,65-69,Lymphoid Leukaemia,1
2018,Expatriate,Male,65-69,Liver And Intrahepatic Bile Ducts,2
2018,Expatriate,Male,65-69,Leukaemia,1
2018,Expatriate,Male,65-69,"Kidney, Except Renal Pelvis",2
2018,Expatriate,Male,65-69,Gallbladder,1
2018,Expatriate,Male,65-69,Diffuse,1
2018,Expatriate,Male,65-69,Colon,1
2018,Expatriate,Male,65-69,Bronchus And Lung,6
2018,Expatriate,Male,65-69,Brain,1
2018,Expatriate,Male,65-69,Bladder,2
2018,Expatriate,Male,65-69,Anus And Anal Canal,1
2018,Expatriate,Male,70-74,Stomach,1
2018,Expatriate,Male,70-74,Secondary Other Sites,1
2018,Expatriate,Male,70-74,Secondary,1
2018,Expatriate,Male,70-74,Prostate,4
2018,Expatriate,Male,70-74,Pancreas,1
2018,Expatriate,Male,70-74,Myeloid Leukaemia,1
2018,Expatriate,Male,70-74,Monocytic Leukaemia,1
2018,Expatriate,Male,70-74,Liver And Intrahepatic Bile Ducts,4
2018,Expatriate,Male,70-74,Follicular-Non-Hodgkin'S Lymphoma,1
2018,Expatriate,Male,70-74,Diffuse,1
2018,Expatriate,Male,70-74,Connective And Soft Tissue,1
2018,Expatriate,Male,70-74,Colon,2
2018,Expatriate,Male,70-74,Bronchus And Lung,3
2018,Expatriate,Male,70-74,Bladder,1
2018,Expatriate,Male,70-74,Accessory Sinuses,1
2018,Expatriate,Male,75-79,Ureter,1
2018,Expatriate,Male,75-79,Rectum,1
2018,Expatriate,Male,75-79,Prostate,1
2018,Expatriate,Male,75-79,Other And Ill-Defined Sites,1
2018,Expatriate,Male,75-79,Oesophagus,1
2018,Expatriate,Male,75-79,Myeloid Leukaemia,1
2018,Expatriate,Male,75-79,Lymphoid Leukaemia,1
2018,Expatriate,Male,75-79,Bronchus And Lung,3
2018,Expatriate,Male,80-84,Rectum,1
2018,Expatriate,Male,80-84,Prostate,1
2018,Expatriate,Male,80-84,Lymphoid Leukaemia,1
2018,Expatriate,Male,80-84,Liver And Intrahepatic Bile Ducts,2
2018,Expatriate,Male,80-84,Connective And Soft Tissue,1
2018,Expatriate,Male,80-84,Colon,1
2018,Expatriate,Male,85+,Prostate,1
2018,Expatriate,Male,85+,Pancreas,2
2018,Expatriate,Male,85+,Oesophagus,1
2018,Expatriate,Male,85+,Bronchus And Lung,1
2018,Expatriate,Male,85+,Bladder,1
2018,National,Female,0-4,Lymphoid Leukaemia,1
2018,National,Female,0-4,Connective And Soft Tissue,1
2018,National,Female,0-4,Brain,1
2018,National,Female,10-14,Myeloid Leukaemia,1
2018,National,Female,15-19,Bone,1
2018,National,Female,35-39,Breast,2
2018,National,Female,40-44,Tongue,1
2018,National,Female,40-44,Ovary,1
2018,National,Female,40-44,Colon,1
2018,National,Female,40-44,Breast,2
2018,National,Female,40-44,Anus And Anal Canal,1
2018,National,Female,45-49,Rectosigmoid Junction,1
2018,National,Female,45-49,Parotid Gland,1
2018,National,Female,45-49,Pancreas,1
2018,National,Female,45-49,Breast,3
2018,National,Female,45-49,Brain,1
2018,National,Female,50-54,Stomach,1
2018,National,Female,50-54,Breast,1
2018,National,Female,50-54,Brain,1
2018,National,Female,55-59,Pancreas,1
2018,National,Female,55-59,Myeloid Leukaemia,2
2018,National,Female,55-59,Gallbladder,1
2018,National,Female,55-59,Colon,2
2018,National,Female,55-59,Bronchus And Lung,1
2018,National,Female,60-64,Stomach,1
2018,National,Female,60-64,Pancreas,2
2018,National,Female,60-64,Other And Ill-Defined Sites,1
2018,National,Female,60-64,Diffuse,1
2018,National,Female,60-64,Colon,1
2018,National,Female,60-64,Cervix Uteri,1
2018,National,Female,60-64,Breast,2
2018,National,Female,65-69,Salivary Glands,1
2018,National,Female,65-69,Pancreas,1
2018,National,Female,65-69,Diffuse,1
2018,National,Female,65-69,Colon,1
2018,National,Female,65-69,Bronchus And Lung,1
2018,National,Female,65-69,Breast,2
2018,National,Female,65-69,Brain,1
2018,National,Female,70-74,Thyroid Gland,1
2018,National,Female,70-74,Stomach,1
2018,National,Female,70-74,Skin,1
2018,National,Female,70-74,Rectum,1
2018,National,Female,70-74,Liver And Intrahepatic Bile Ducts,1
2018,National,Female,70-74,Hodgkin'S Disease,1
2018,National,Female,70-74,Colon,3
2018,National,Female,70-74,Breast,1
2018,National,Female,75-79,Pancreas,1
2018,National,Female,75-79,Ovary,3
2018,National,Female,75-79,Liver And Intrahepatic Bile Ducts,1
2018,National,Female,75-79,Diffuse,1
2018,National,Female,75-79,Colon,1
2018,National,Female,80-84,Rectosigmoid Junction,1
2018,National,Female,80-84,Ovary,2
2018,National,Female,80-84,Bronchus And Lung,1
2018,National,Female,80-84,Biliary Tract,1
2018,National,Female,80-84,Accessory Sinuses,1
2018,National,Female,85+,Ovary,1
2018,National,Female,85+,Mouth,1
2018,National,Female,85+,Gallbladder,1
2018,National,Female,85+,Diffuse,1
2018,National,Female,85+,Breast,3
2018,National,Female,85+,Brain,1
2018,National,Male,0-4,Liver And Intrahepatic Bile Ducts,2
2018,National,Male,5-9,Secondary,1
2018,National,Male,20-24,Endocrine Gland,1
2018,National,Male,25-29,Colon,1
2018,National,Male,30-34,Pancreas,1
2018,National,Male,30-34,Liver And Intrahepatic Bile Ducts,1
2018,National,Male,30-34,Bronchus And Lung,1
2018,National,Male,30-34,Brain,1
2018,National,Male,35-39,Stomach,1
2018,National,Male,35-39,Liver And Intrahepatic Bile Ducts,1
2018,National,Male,35-39,Brain,1
2018,National,Male,40-44,Oesophagus,1
2018,National,Male,40-44,Larynx,1
2018,National,Male,40-44,"Kidney, Except Renal Pelvis",1
2018,National,Male,40-44,Colon,1
2018,National,Male,40-44,Bronchus And Lung,1
2018,National,Male,50-54,Oesophagus,1
2018,National,Male,50-54,Liver And Intrahepatic Bile Ducts,1
2018,National,Male,50-54,Bronchus And Lung,1
2018,National,Male,55-59,Secondary Other Sites,1
2018,National,Male,55-59,Rectosigmoid Junction,1
2018,National,Male,55-59,Pancreas,2
2018,National,Male,55-59,Myeloid Leukaemia,1
2018,National,Male,55-59,"Kidney, Except Renal Pelvis",1
2018,National,Male,55-59,Brain,1
2018,National,Male,55-59, Non-Hodgkin'S Lymphoma,1
2018,National,Male,55-59, Independent (Primary) Multiple Sites,1
2018,National,Male,60-64,Stomach,1
2018,National,Male,60-64,Prostate,1
2018,National,Male,60-64,Pancreas,1
2018,National,Male,60-64,Myeloid Leukaemia,2
2018,National,Male,60-64,Liver And Intrahepatic Bile Ducts,5
2018,National,Male,60-64,Colon,1
2018,National,Male,60-64,Bronchus And Lung,2
2018,National,Male,60-64,Bladder,1
2018,National,Male,65-69,Stomach,1
2018,National,Male,65-69,Skin,1
2018,National,Male,65-69,Rectum,1
2018,National,Male,65-69,Prostate,3
2018,National,Male,65-69,Pancreas,1
2018,National,Male,65-69,Liver And Intrahepatic Bile Ducts,2
2018,National,Male,65-69,"Kidney, Except Renal Pelvis",1
2018,National,Male,65-69,Colon,1
2018,National,Male,65-69,Bronchus And Lung,3
2018,National,Male,70-74,Rectum,1
2018,National,Male,70-74,Pancreas,2
2018,National,Male,70-74,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,National,Male,70-74,Liver And Intrahepatic Bile Ducts,2
2018,National,Male,70-74,Colon,2
2018,National,Male,70-74,Bronchus And Lung,2
2018,National,Male,70-74,Breast,1
2018,National,Male,70-74,Brain,1
2018,National,Male,70-74,Bladder,2
2018,National,Male,75-79,Stomach,2
2018,National,Male,75-79,Prostate,1
2018,National,Male,75-79,Myeloid Leukaemia,1
2018,National,Male,75-79,Multiple Myeloma And Malignant Plasma Cell Neoplasms,2
2018,National,Male,75-79,Lymphoid Leukaemia,1
2018,National,Male,75-79,Colon,1
2018,National,Male,75-79,Bronchus And Lung,3
2018,National,Male,75-79,Brain,1
2018,National,Male,75-79, Non-Hodgkin'S Lymphoma,2
2018,National,Male,80-84,Tongue,1
2018,National,Male,80-84,Other And Ill-Defined Sites,1
2018,National,Male,80-84,Myeloid Leukaemia,1
2018,National,Male,80-84,Liver And Intrahepatic Bile Ducts,3
2018,National,Male,80-84,Colon,1
2018,National,Male,80-84,Bronchus And Lung,1
2018,National,Male,80-84,Bladder,1
2018,National,Male,85+,Prostate,2
2018,National,Male,85+,Oesophagus,1
2018,National,Male,85+,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,National,Male,85+,Bronchus And Lung,4
2018,National,Male,85+,Brain,1
2018,National,Male,85+,Bladder,1
