Year,Age Group,Disease,Nationality,Cases
2013,5-9,Whooping Cough,Expatriate,2
2013,10-14,Acute Encephalitis,Expatriate,Null
2013,10-14,Acute Flaccid Paralysis,Expatriate,2
2013,10-14,Brucellosis,Expatriate,Null
2013,10-14,Chickenpox,Expatriate,141
2013,10-14,Extra Pulmonary Tuberculosis,Expatriate,1
2013,10-14,Giardia Lambia,Expatriate,2
2013,10-14,Gonorrhoea,Expatriate,Null
2013,10-14,Malaria,Expatriate,10
2013,10-14,Measles,Expatriate,1
2013,10-14,Mumps,Expatriate,8
2013,10-14,Other,Expatriate,19
2013,10-14,Other Food Poisoning,Expatriate,16
2013,10-14,Other STD,Expatriate,Null
2013,10-14,Other Viral Hepatitis,Expatriate,Null
2013,10-14,Pulmonary Tuberculosis,Expatriate,2
2013,10-14,Rubella,Expatriate,Null
2013,10-14,Scabies,Expatriate,19
2013,10-14,Scarlet  Fever,Expatriate,3
2013,10-14,Seasonal Influenza,Expatriate,9
2013,10-14,Syphilis,Expatriate,Null
2013,10-14,Tetanus,Expatriate,Null
2013,10-14,Typhoid Fever,Expatriate,8
2013,10-14,Viral Hepatitis A,Expatriate,27
2013,10-14,Viral Hepatitis B,Expatriate,Null
2013,10-14,Viral Hepatitis C,Expatriate,Null
2013,10-14,Viral Meningitis,Expatriate,Null
2013,10-14,Whooping Cough,Expatriate,Null
2013,15-19,Acute Encephalitis,Expatriate,Null
2013,15-19,Acute Flaccid Paralysis,Expatriate,Null
2013,15-19,Brucellosis,Expatriate,Null
2013,15-19,Chickenpox,Expatriate,81
2013,15-19,Extra Pulmonary Tuberculosis,Expatriate,1
2013,15-19,Giardia Lambia,Expatriate,2
2013,15-19,Gonorrhoea,Expatriate,Null
2013,15-19,Malaria,Expatriate,39
2013,15-19,Measles,Expatriate,1
2013,15-19,Mumps,Expatriate,1
2013,15-19,Other,Expatriate,21
2013,15-19,Other Food Poisoning,Expatriate,11
2013,15-19,Other STD,Expatriate,3
2013,15-19,Other Viral Hepatitis,Expatriate,Null
2013,15-19,Pulmonary Tuberculosis,Expatriate,4
2013,15-19,Rubella,Expatriate,Null
2013,15-19,Scabies,Expatriate,15
2013,15-19,Scarlet  Fever,Expatriate,Null
2013,15-19,Seasonal Influenza,Expatriate,3
2013,15-19,Syphilis,Expatriate,Null
2013,15-19,Tetanus,Expatriate,Null
2013,15-19,Typhoid Fever,Expatriate,6
2013,15-19,Viral Hepatitis A,Expatriate,11
2013,15-19,Viral Hepatitis B,Expatriate,6
2013,15-19,Viral Hepatitis C,Expatriate,2
2013,15-19,Viral Meningitis,Expatriate,5
2013,15-19,Whooping Cough,Expatriate,Null
2013,20-24,Acute Encephalitis,Expatriate,Null
2013,20-24,Acute Flaccid Paralysis,Expatriate,Null
2013,20-24,Brucellosis,Expatriate,10
2013,20-24,Chickenpox,Expatriate,539
2013,20-24,Extra Pulmonary Tuberculosis,Expatriate,25
2013,20-24,Giardia Lambia,Expatriate,6
2013,20-24,Gonorrhoea,Expatriate,10
2013,20-24,Malaria,Expatriate,548
2013,20-24,Measles,Expatriate,5
2013,20-24,Mumps,Expatriate,4
2013,20-24,Other,Expatriate,51
2013,20-24,Other Food Poisoning,Expatriate,33
2013,20-24,Other STD,Expatriate,9
2013,20-24,Other Viral Hepatitis,Expatriate,Null
2013,20-24,Pulmonary Tuberculosis,Expatriate,46
2013,20-24,Rubella,Expatriate,3
2013,20-24,Scabies,Expatriate,122
2013,20-24,Scarlet  Fever,Expatriate,Null
2013,20-24,Seasonal Influenza,Expatriate,8
2013,20-24,Syphilis,Expatriate,6
2013,20-24,Tetanus,Expatriate,Null
2013,20-24,Typhoid Fever,Expatriate,39
2013,20-24,Viral Hepatitis A,Expatriate,15
2013,20-24,Viral Hepatitis B,Expatriate,47
2013,20-24,Viral Hepatitis C,Expatriate,14
2013,20-24,Viral Meningitis,Expatriate,1
2013,20-24,Whooping Cough,Expatriate,Null
2013,25-29,Acute Encephalitis,Expatriate,1
2013,25-29,Acute Flaccid Paralysis,Expatriate,Null
2013,25-29,Brucellosis,Expatriate,22
2013,25-29,Chickenpox,Expatriate,850
2013,25-29,Extra Pulmonary Tuberculosis,Expatriate,42
2013,25-29,Giardia Lambia,Expatriate,12
2013,25-29,Gonorrhoea,Expatriate,15
2013,25-29,Malaria,Expatriate,513
2013,25-29,Measles,Expatriate,6
2013,25-29,Mumps,Expatriate,17
2013,25-29,Other,Expatriate,100
2013,25-29,Other Food Poisoning,Expatriate,105
2013,25-29,Other STD,Expatriate,13
2013,25-29,Other Viral Hepatitis,Expatriate,1
2013,25-29,Pulmonary Tuberculosis,Expatriate,64
2013,25-29,Rubella,Expatriate,1
2013,25-29,Scabies,Expatriate,214
2013,25-29,Scarlet  Fever,Expatriate,1
2013,25-29,Seasonal Influenza,Expatriate,23
2013,25-29,Syphilis,Expatriate,26
2013,25-29,Tetanus,Expatriate,1
2013,25-29,Typhoid Fever,Expatriate,48
2013,25-29,Viral Hepatitis A,Expatriate,14
2013,25-29,Viral Hepatitis B,Expatriate,82
2013,25-29,Viral Hepatitis C,Expatriate,58
2013,25-29,Viral Meningitis,Expatriate,5
2013,25-29,Whooping Cough,Expatriate,Null
2013,30-34,Acute Encephalitis,Expatriate,2
2013,30-34,Acute Flaccid Paralysis,Expatriate,Null
2013,30-34,Brucellosis,Expatriate,11
2013,30-34,Chickenpox,Expatriate,510
2013,30-34,Extra Pulmonary Tuberculosis,Expatriate,31
2013,30-34,Giardia Lambia,Expatriate,17
2013,30-34,Gonorrhoea,Expatriate,14
2013,30-34,Malaria,Expatriate,341
2013,30-34,Measles,Expatriate,7
2013,30-34,Mumps,Expatriate,13
2013,30-34,Other,Expatriate,112
2013,30-34,Other Food Poisoning,Expatriate,97
2013,30-34,Other STD,Expatriate,10
2013,30-34,Other Viral Hepatitis,Expatriate,3
2013,30-34,Pulmonary Tuberculosis,Expatriate,52
2013,30-34,Rubella,Expatriate,4
2013,30-34,Scabies,Expatriate,167
2013,30-34,Scarlet  Fever,Expatriate,Null
2013,30-34,Seasonal Influenza,Expatriate,33
2013,30-34,Syphilis,Expatriate,32
2013,30-34,Tetanus,Expatriate,Null
2013,30-34,Typhoid Fever,Expatriate,32
2013,30-34,Viral Hepatitis A,Expatriate,6
2013,30-34,Viral Hepatitis B,Expatriate,108
2013,30-34,Viral Hepatitis C,Expatriate,64
2013,30-34,Viral Meningitis,Expatriate,2
2013,30-34,Whooping Cough,Expatriate,Null
2013,35-39,Acute Encephalitis,Expatriate,1
2013,35-39,Acute Flaccid Paralysis,Expatriate,Null
2013,35-39,Brucellosis,Expatriate,4
2013,35-39,Chickenpox,Expatriate,274
2013,35-39,Extra Pulmonary Tuberculosis,Expatriate,19
2013,35-39,Giardia Lambia,Expatriate,10
2013,35-39,Gonorrhoea,Expatriate,6
2013,35-39,Malaria,Expatriate,219
2013,35-39,Measles,Expatriate,Null
2013,35-39,Mumps,Expatriate,3
2013,35-39,Other,Expatriate,86
2013,35-39,Other Food Poisoning,Expatriate,67
2013,35-39,Other STD,Expatriate,9
2013,35-39,Other Viral Hepatitis,Expatriate,Null
2013,35-39,Pulmonary Tuberculosis,Expatriate,27
2013,35-39,Rubella,Expatriate,Null
2013,35-39,Scabies,Expatriate,86
2013,35-39,Scarlet  Fever,Expatriate,Null
2013,35-39,Seasonal Influenza,Expatriate,25
2013,35-39,Syphilis,Expatriate,20
2013,35-39,Tetanus,Expatriate,Null
2013,35-39,Typhoid Fever,Expatriate,20
2013,35-39,Viral Hepatitis A,Expatriate,8
2013,35-39,Viral Hepatitis B,Expatriate,78
2013,35-39,Viral Hepatitis C,Expatriate,61
2013,35-39,Viral Meningitis,Expatriate,1
2013,35-39,Whooping Cough,Expatriate,Null
2013,40-44,Acute Encephalitis,Expatriate,1
2013,40-44,Acute Flaccid Paralysis,Expatriate,Null
2013,40-44,Brucellosis,Expatriate,12
2013,40-44,Chickenpox,Expatriate,117
2013,40-44,Extra Pulmonary Tuberculosis,Expatriate,15
2013,40-44,Giardia Lambia,Expatriate,5
2013,40-44,Gonorrhoea,Expatriate,3
2013,40-44,Malaria,Expatriate,161
2013,40-44,Measles,Expatriate,Null
2013,40-44,Mumps,Expatriate,8
2013,40-44,Other,Expatriate,75
2013,40-44,Other Food Poisoning,Expatriate,57
2013,40-44,Other STD,Expatriate,5
2013,40-44,Other Viral Hepatitis,Expatriate,Null
2013,40-44,Pulmonary Tuberculosis,Expatriate,22
2013,40-44,Rubella,Expatriate,Null
2013,40-44,Scabies,Expatriate,71
2013,40-44,Scarlet  Fever,Expatriate,Null
2013,40-44,Seasonal Influenza,Expatriate,14
2013,40-44,Syphilis,Expatriate,16
2013,40-44,Tetanus,Expatriate,Null
2013,40-44,Typhoid Fever,Expatriate,19
2013,40-44,Viral Hepatitis A,Expatriate,1
2013,40-44,Viral Hepatitis B,Expatriate,52
2013,40-44,Viral Hepatitis C,Expatriate,66
2013,40-44,Viral Meningitis,Expatriate,1
2013,40-44,Whooping Cough,Expatriate,Null
2013,45-49,Acute Encephalitis,Expatriate,Null
2013,45-49,Acute Flaccid Paralysis,Expatriate,Null
2013,45-49,Brucellosis,Expatriate,2
2013,45-49,Chickenpox,Expatriate,50
2013,45-49,Extra Pulmonary Tuberculosis,Expatriate,10
2013,45-49,Giardia Lambia,Expatriate,4
2013,45-49,Gonorrhoea,Expatriate,Null
2013,45-49,Malaria,Expatriate,120
2013,45-49,Measles,Expatriate,Null
2013,45-49,Mumps,Expatriate,1
2013,45-49,Other,Expatriate,44
2013,45-49,Other Food Poisoning,Expatriate,49
2013,45-49,Other STD,Expatriate,2
2013,45-49,Other Viral Hepatitis,Expatriate,Null
2013,45-49,Pulmonary Tuberculosis,Expatriate,14
2013,45-49,Rubella,Expatriate,Null
2013,45-49,Scabies,Expatriate,46
2013,45-49,Scarlet  Fever,Expatriate,Null
2013,45-49,Seasonal Influenza,Expatriate,9
2013,45-49,Syphilis,Expatriate,12
2013,45-49,Tetanus,Expatriate,Null
2013,45-49,Typhoid Fever,Expatriate,13
2013,45-49,Viral Hepatitis A,Expatriate,Null
2013,45-49,Viral Hepatitis B,Expatriate,41
2013,45-49,Viral Hepatitis C,Expatriate,64
2013,45-49,Viral Meningitis,Expatriate,2
2013,45-49,Whooping Cough,Expatriate,Null
2013,50-54,Acute Encephalitis,Expatriate,Null
2013,50-54,Acute Flaccid Paralysis,Expatriate,Null
2013,50-54,Brucellosis,Expatriate,8
2013,50-54,Chickenpox,Expatriate,19
2013,50-54,Extra Pulmonary Tuberculosis,Expatriate,4
2013,50-54,Giardia Lambia,Expatriate,1
2013,50-54,Gonorrhoea,Expatriate,1
2013,50-54,Malaria,Expatriate,119
2013,50-54,Measles,Expatriate,Null
2013,50-54,Mumps,Expatriate,Null
2013,50-54,Other,Expatriate,44
2013,50-54,Other Food Poisoning,Expatriate,32
2013,50-54,Other STD,Expatriate,Null
2013,50-54,Other Viral Hepatitis,Expatriate,Null
2013,50-54,Pulmonary Tuberculosis,Expatriate,12
2013,50-54,Rubella,Expatriate,Null
2013,50-54,Scabies,Expatriate,26
2013,50-54,Scarlet  Fever,Expatriate,Null
2013,50-54,Seasonal Influenza,Expatriate,5
2013,50-54,Syphilis,Expatriate,11
2013,50-54,Tetanus,Expatriate,Null
2013,50-54,Typhoid Fever,Expatriate,11
2013,50-54,Viral Hepatitis A,Expatriate,2
2013,50-54,Viral Hepatitis B,Expatriate,33
2013,50-54,Viral Hepatitis C,Expatriate,48
2013,50-54,Viral Meningitis,Expatriate,Null
2013,50-54,Whooping Cough,Expatriate,Null
2013,55-59,Acute Encephalitis,Expatriate,1
2013,55-59,Acute Flaccid Paralysis,Expatriate,Null
2013,55-59,Brucellosis,Expatriate,3
2013,55-59,Chickenpox,Expatriate,14
2013,55-59,Extra Pulmonary Tuberculosis,Expatriate,3
2013,55-59,Giardia Lambia,Expatriate,2
2013,55-59,Gonorrhoea,Expatriate,Null
2013,55-59,Malaria,Expatriate,68
2013,55-59,Measles,Expatriate,Null
2013,55-59,Mumps,Expatriate,1
2013,55-59,Other,Expatriate,23
2013,55-59,Other Food Poisoning,Expatriate,20
2013,55-59,Other STD,Expatriate,1
2013,55-59,Other Viral Hepatitis,Expatriate,1
2013,55-59,Pulmonary Tuberculosis,Expatriate,13
2013,55-59,Rubella,Expatriate,Null
2013,55-59,Scabies,Expatriate,16
2013,55-59,Scarlet  Fever,Expatriate,Null
2013,55-59,Seasonal Influenza,Expatriate,8
2013,55-59,Syphilis,Expatriate,12
2013,55-59,Tetanus,Expatriate,Null
2013,55-59,Typhoid Fever,Expatriate,4
2013,55-59,Viral Hepatitis A,Expatriate,1
2013,55-59,Viral Hepatitis B,Expatriate,26
2013,55-59,Viral Hepatitis C,Expatriate,50
2013,55-59,Viral Meningitis,Expatriate,Null
2013,55-59,Whooping Cough,Expatriate,Null
2013,60-64,Acute Encephalitis,Expatriate,Null
2013,60-64,Acute Flaccid Paralysis,Expatriate,Null
2013,60-64,Brucellosis,Expatriate,2
2013,60-64,Chickenpox,Expatriate,5
2013,60-64,Extra Pulmonary Tuberculosis,Expatriate,1
2013,60-64,Giardia Lambia,Expatriate,Null
2013,60-64,Gonorrhoea,Expatriate,Null
2013,60-64,Malaria,Expatriate,21
2013,60-64,Measles,Expatriate,Null
2013,60-64,Mumps,Expatriate,2
2013,60-64,Other,Expatriate,7
2013,60-64,Other Food Poisoning,Expatriate,6
2013,60-64,Other STD,Expatriate,Null
2013,60-64,Other Viral Hepatitis,Expatriate,Null
2013,60-64,Pulmonary Tuberculosis,Expatriate,5
2013,60-64,Rubella,Expatriate,Null
2013,60-64,Scabies,Expatriate,10
2013,60-64,Scarlet  Fever,Expatriate,Null
2013,60-64,Seasonal Influenza,Expatriate,4
2013,60-64,Syphilis,Expatriate,5
2013,60-64,Tetanus,Expatriate,Null
2013,60-64,Typhoid Fever,Expatriate,Null
2013,60-64,Viral Hepatitis A,Expatriate,1
2013,60-64,Viral Hepatitis B,Expatriate,10
2013,60-64,Viral Hepatitis C,Expatriate,19
2013,60-64,Viral Meningitis,Expatriate,Null
2013,60-64,Whooping Cough,Expatriate,Null
2013,65+,Acute Encephalitis,Expatriate,1
2013,65+,Acute Flaccid Paralysis,Expatriate,Null
2013,65+,Brucellosis,Expatriate,Null
2013,65+,Chickenpox,Expatriate,4
2013,65+,Extra Pulmonary Tuberculosis,Expatriate,3
2013,65+,Giardia Lambia,Expatriate,Null
2013,65+,Gonorrhoea,Expatriate,Null
2013,65+,Malaria,Expatriate,6
2013,65+,Measles,Expatriate,Null
2013,65+,Mumps,Expatriate,Null
2013,65+,Other,Expatriate,8
2013,65+,Other Food Poisoning,Expatriate,4
2013,65+,Other STD,Expatriate,Null
2013,65+,Other Viral Hepatitis,Expatriate,Null
2013,65+,Pulmonary Tuberculosis,Expatriate,11
2013,65+,Rubella,Expatriate,Null
2013,65+,Scabies,Expatriate,1
2013,65+,Scarlet  Fever,Expatriate,Null
2013,65+,Seasonal Influenza,Expatriate,10
2013,65+,Syphilis,Expatriate,Null
2013,65+,Tetanus,Expatriate,Null
2013,65+,Typhoid Fever,Expatriate,Null
2013,65+,Viral Hepatitis A,Expatriate,Null
2013,65+,Viral Hepatitis B,Expatriate,10
2013,65+,Viral Hepatitis C,Expatriate,20
2013,65+,Viral Meningitis,Expatriate,Null
2013,65+,Whooping Cough,Expatriate,Null
2013,0-4,Acute Encephalitis,National,Null
2013,0-4,Acute Flaccid Paralysis,National,1
2013,0-4,Brucellosis,National,2
2013,0-4,Chickenpox,National,533
2013,0-4,Extra Pulmonary Tuberculosis,National,Null
2013,0-4,Giardia Lambia,National,8
2013,0-4,Gonorrhoea,National,3
2013,0-4,Malaria,National,Null
2013,0-4,Measles,National,36
2013,0-4,Mumps,National,26
2013,0-4,Other,National,148
2013,0-4,Other Food Poisoning,National,292
2013,0-4,Other STD,National,Null
2013,0-4,Other Viral Hepatitis,National,Null
2013,0-4,Pulmonary Tuberculosis,National,Null
2013,0-4,Rubella,National,1
2013,0-4,Scabies,National,16
2013,0-4,Scarlet  Fever,National,61
2013,0-4,Seasonal Influenza,National,107
2013,0-4,Syphilis,National,2
2013,0-4,Tetanus,National,1
2013,0-4,Typhoid Fever,National,6
2013,0-4,Viral Hepatitis A,National,16
2013,0-4,Viral Hepatitis B,National,1
2013,0-4,Viral Hepatitis C,National,2
2013,0-4,Viral Meningitis,National,11
2013,0-4,Whooping Cough,National,25
2013,5-9,Acute Encephalitis,National,1
2013,5-9,Acute Flaccid Paralysis,National,2
2013,5-9,Brucellosis,National,3
2013,5-9,Chickenpox,National,363
2013,5-9,Extra Pulmonary Tuberculosis,National,Null
2013,5-9,Giardia Lambia,National,2
2013,5-9,Gonorrhoea,National,Null
2013,5-9,Malaria,National,Null
2013,5-9,Measles,National,12
2013,5-9,Mumps,National,15
2013,5-9,Other,National,44
2013,5-9,Other Food Poisoning,National,48
2013,5-9,Other STD,National,Null
2013,5-9,Other Viral Hepatitis,National,Null
2013,5-9,Pulmonary Tuberculosis,National,Null
2013,5-9,Rubella,National,Null
2013,5-9,Scabies,National,14
2013,5-9,Scarlet  Fever,National,29
2013,5-9,Seasonal Influenza,National,34
2013,5-9,Syphilis,National,Null
2013,5-9,Tetanus,National,Null
2013,5-9,Typhoid Fever,National,2
2013,5-9,Viral Hepatitis A,National,31
2013,5-9,Viral Hepatitis B,National,1
2013,5-9,Viral Hepatitis C,National,Null
2013,5-9,Viral Meningitis,National,10
2013,5-9,Whooping Cough,National,1
2013,10-14,Acute Encephalitis,National,Null
2013,10-14,Acute Flaccid Paralysis,National,1
2013,10-14,Brucellosis,National,2
2013,10-14,Chickenpox,National,85
2013,10-14,Extra Pulmonary Tuberculosis,National,1
2013,10-14,Giardia Lambia,National,1
2013,10-14,Gonorrhoea,National,2
2013,10-14,Malaria,National,Null
2013,10-14,Measles,National,5
2013,10-14,Mumps,National,5
2013,10-14,Other,National,20
2013,10-14,Other Food Poisoning,National,15
2013,10-14,Other STD,National,Null
2013,10-14,Other Viral Hepatitis,National,Null
2013,10-14,Pulmonary Tuberculosis,National,1
2013,10-14,Rubella,National,Null
2013,10-14,Scabies,National,12
2013,10-14,Scarlet  Fever,National,2
2013,10-14,Seasonal Influenza,National,7
2013,10-14,Syphilis,National,Null
2013,10-14,Tetanus,National,Null
2013,10-14,Typhoid Fever,National,2
2013,10-14,Viral Hepatitis A,National,23
2013,10-14,Viral Hepatitis B,National,2
2013,10-14,Viral Hepatitis C,National,Null
2013,10-14,Viral Meningitis,National,4
2013,10-14,Whooping Cough,National,Null
2013,15-19,Acute Encephalitis,National,Null
2013,15-19,Acute Flaccid Paralysis,National,Null
2013,15-19,Brucellosis,National,1
2013,15-19,Chickenpox,National,21
2013,15-19,Extra Pulmonary Tuberculosis,National,Null
2013,15-19,Giardia Lambia,National,1
2013,15-19,Gonorrhoea,National,6
2013,15-19,Malaria,National,1
2013,15-19,Measles,National,2
2013,15-19,Mumps,National,3
2013,15-19,Other,National,44
2013,15-19,Other Food Poisoning,National,5
2013,15-19,Other STD,National,2
2013,15-19,Other Viral Hepatitis,National,Null
2013,15-19,Pulmonary Tuberculosis,National,2
2013,15-19,Rubella,National,Null
2013,15-19,Scabies,National,11
2013,15-19,Scarlet  Fever,National,Null
2013,15-19,Seasonal Influenza,National,4
2013,15-19,Syphilis,National,1
2013,15-19,Tetanus,National,Null
2013,15-19,Typhoid Fever,National,1
2013,15-19,Viral Hepatitis A,National,5
2013,15-19,Viral Hepatitis B,National,6
2013,15-19,Viral Hepatitis C,National,1
2013,15-19,Viral Meningitis,National,1
2013,15-19,Whooping Cough,National,Null
2013,20-24,Acute Encephalitis,National,Null
2013,20-24,Acute Flaccid Paralysis,National,Null
2013,20-24,Brucellosis,National,1
2013,20-24,Chickenpox,National,21
2013,20-24,Extra Pulmonary Tuberculosis,National,Null
2013,20-24,Giardia Lambia,National,1
2013,20-24,Gonorrhoea,National,15
2013,20-24,Malaria,National,Null
2013,20-24,Measles,National,1
2013,20-24,Mumps,National,2
2013,20-24,Other,National,22
2013,20-24,Other Food Poisoning,National,20
2013,20-24,Other STD,National,7
2013,20-24,Other Viral Hepatitis,National,Null
2013,20-24,Pulmonary Tuberculosis,National,5
2013,20-24,Rubella,National,Null
2013,20-24,Scabies,National,16
2013,20-24,Scarlet  Fever,National,Null
2013,20-24,Seasonal Influenza,National,7
2013,20-24,Syphilis,National,1
2013,20-24,Tetanus,National,Null
2013,20-24,Typhoid Fever,National,3
2013,20-24,Viral Hepatitis A,National,5
2013,20-24,Viral Hepatitis B,National,21
2013,20-24,Viral Hepatitis C,National,2
2013,20-24,Viral Meningitis,National,Null
2013,20-24,Whooping Cough,National,Null
2013,25-29,Acute Encephalitis,National,Null
2013,25-29,Acute Flaccid Paralysis,National,Null
2013,25-29,Brucellosis,National,4
2013,25-29,Chickenpox,National,19
2013,25-29,Extra Pulmonary Tuberculosis,National,1
2013,25-29,Giardia Lambia,National,1
2013,25-29,Gonorrhoea,National,3
2013,25-29,Malaria,National,Null
2013,25-29,Measles,National,2
2013,25-29,Mumps,National,1
2013,25-29,Other,National,20
2013,25-29,Other Food Poisoning,National,12
2013,25-29,Other STD,National,22
2013,25-29,Other Viral Hepatitis,National,Null
2013,25-29,Pulmonary Tuberculosis,National,3
2013,25-29,Rubella,National,Null
2013,25-29,Scabies,National,13
2013,25-29,Scarlet  Fever,National,Null
2013,25-29,Seasonal Influenza,National,5
2013,25-29,Syphilis,National,2
2013,25-29,Tetanus,National,Null
2013,25-29,Typhoid Fever,National,3
2013,25-29,Viral Hepatitis A,National,4
2013,25-29,Viral Hepatitis B,National,48
2013,25-29,Viral Hepatitis C,National,6
2013,25-29,Viral Meningitis,National,Null
2013,25-29,Whooping Cough,National,Null
2013,30-34,Acute Encephalitis,National,Null
2013,30-34,Acute Flaccid Paralysis,National,Null
2013,30-34,Brucellosis,National,2
2013,30-34,Chickenpox,National,16
2013,30-34,Extra Pulmonary Tuberculosis,National,Null
2013,30-34,Giardia Lambia,National,Null
2013,30-34,Gonorrhoea,National,5
2013,30-34,Malaria,National,Null
2013,30-34,Measles,National,7
2013,30-34,Mumps,National,1
2013,30-34,Other,National,23
2013,30-34,Other Food Poisoning,National,14
2013,30-34,Other STD,National,21
2013,30-34,Other Viral Hepatitis,National,Null
2013,30-34,Pulmonary Tuberculosis,National,6
2013,30-34,Rubella,National,Null
2013,30-34,Scabies,National,11
2013,30-34,Scarlet  Fever,National,Null
2013,30-34,Seasonal Influenza,National,12
2013,30-34,Syphilis,National,5
2013,30-34,Tetanus,National,Null
2013,30-34,Typhoid Fever,National,4
2013,30-34,Viral Hepatitis A,National,4
2013,30-34,Viral Hepatitis B,National,38
2013,30-34,Viral Hepatitis C,National,5
2013,30-34,Viral Meningitis,National,Null
2013,30-34,Whooping Cough,National,Null
2013,35-39,Acute Encephalitis,National,Null
2013,35-39,Acute Flaccid Paralysis,National,Null
2013,35-39,Brucellosis,National,1
2013,35-39,Chickenpox,National,4
2013,35-39,Extra Pulmonary Tuberculosis,National,3
2013,35-39,Giardia Lambia,National,Null
2013,35-39,Gonorrhoea,National,3
2013,35-39,Malaria,National,1
2013,35-39,Measles,National,Null
2013,35-39,Mumps,National,3
2013,35-39,Other,National,14
2013,35-39,Other Food Poisoning,National,6
2013,35-39,Other STD,National,13
2013,35-39,Other Viral Hepatitis,National,Null
2013,35-39,Pulmonary Tuberculosis,National,3
2013,35-39,Rubella,National,1
2013,35-39,Scabies,National,5
2013,35-39,Scarlet  Fever,National,Null
2013,35-39,Seasonal Influenza,National,7
2013,35-39,Syphilis,National,4
2013,35-39,Tetanus,National,Null
2013,35-39,Typhoid Fever,National,Null
2013,35-39,Viral Hepatitis A,National,Null
2013,35-39,Viral Hepatitis B,National,27
2013,35-39,Viral Hepatitis C,National,6
2013,35-39,Viral Meningitis,National,Null
2013,35-39,Whooping Cough,National,Null
2013,40-44,Acute Encephalitis,National,Null
2013,40-44,Acute Flaccid Paralysis,National,Null
2013,40-44,Brucellosis,National,Null
2013,40-44,Chickenpox,National,1
2013,40-44,Extra Pulmonary Tuberculosis,National,Null
