Year,Activity Type,Activity Type Chapter,% Value per Year
2018,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.01%
2018,Dental,Anaesthesia,0.04%
2018,DRG,Newborns & Other Neonates,2.29%
2018,DRG,N/A,0.00%
2018,DRG,Mental Diseases & Disorders,0.13%
2018,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.10%
2018,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.69%
2018,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05%
2018,DRG,Diseases & Disorders Of The Urinary Tract,0.61%
2018,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.33%
2018,DRG,Diseases & Disorders Of The Respiratory System,3.25%
2018,DRG,Diseases & Disorders Of The Nervous System,0.86%
2018,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.27%
2018,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.30%
2018,DRG,Diseases & Disorders Of The Male Reproductive System,0.10%
2018,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.50%
2018,DRG,Diseases & Disorders Of The Female Reproductive System,0.60%
2018,DRG,Diseases & Disorders Of The Eye,0.03%
2018,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.33%
2018,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.69%
2018,DRG,Diseases & Disorders Of The Digestive System,1.60%
2018,DRG,Diseases & Disorders Of The Circulatory System,2.33%
2018,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.21%
2018,DRG,Childbirth,1.97%
2018,DRG,Alcohol/Drug Abuse & Dependence,0.03%
2018,Drug,Various,0.05%
2018,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.26%
2018,Drug,Sensory organs,0.19%
2018,Drug,Respiratory system,0.83%
2018,Drug,Nervous system,0.69%
2018,Drug,N/A,8.82%
2018,Drug,Musculo-skeletal system,0.38%
2018,Drug,Genito-urinary system and sex hormones,0.44%
2018,Drug,Dermatologicals,0.46%
2018,Drug,Cardiovascular system,1.14%
2018,Drug,Blood and blood forming organs,0.61%
2018,Drug,"Antiparasitic products, insecticides and repellents",0.02%
2018,Drug,Antineoplastic and immunomodulating agents,1.26%
2018,Drug,Antiinfectives for systemic use,0.93%
2018,Drug,Alimentary tract and metabolism,1.80%
2018,HCPCS,Vision Services,0.04%
2018,HCPCS,Transport Services Including Ambulance,0.15%
2018,HCPCS,Temporary Procedures/Professional Services,0.00%
2018,HCPCS,Temporary National Codes Established Medicaid,0.08%
2018,HCPCS,Temporary National Codes Established by Private Payers,0.02%
2018,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.05%
2018,HCPCS,Temporary Codes Assigned by CMS,0.02%
2018,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.03%
2018,HCPCS,Prosthetics,0.06%
2018,HCPCS,Orthotics,0.22%
2018,HCPCS,Medical and Surgical Supplies,0.90%
2018,HCPCS,Laboratory Services,0.01%
2018,HCPCS,Helmets,0.00%
2018,HCPCS,Hearing Services,0.19%
2018,HCPCS,Gradient Compression Stockings,0.02%
2018,HCPCS,Enteral and Parenteral Therapy,0.20%
2018,HCPCS,Durable Medical Equipment,0.39%
2018,HCPCS,Drugs Other Than Chemotherapy,0.00%
2018,HCPCS,CMS Hospital Outpatient Payment System,0.25%
2018,HCPCS,Chemotherapy Drugs,0.00%
2018,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.00%
2018,HCPCS,"Administrative, Miscellaneous and Investigational",0.27%
2018,N/A,N/A,0.03%
2018,Service,Tele-consultation resulting in Self Care,0.01%
2018,Service,Tele-consultation resulting in Referral,0.02%
2018,Service,Tele-consultation resulting in Prescription,0.00%
2018,Service,Tele-consultation resulting in Emergency Management,0.00%
2018,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.00%
2018,Service,Special Care Baby Unit (SCBU),0.00%
2018,Service,Short Stay Room - Hourly Rate,0.00%
2018,Service,Short Stay  Room - Daily Rate,0.00%
2018,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.00%
2018,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.00%
2018,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.00%
2018,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01%
2018,Service,Room and Board: Ward,0.00%
2018,Service,Room and Board:  VIP Room,0.00%
2018,Service,Room and Board:  Suite,0.04%
2018,Service,Room and Board: Shared Room,0.00%
2018,Service,Room and Board: Royal Suite,0.00%
2018,Service,Room and Board: Isolation Room,0.00%
2018,Service,Room and Board: First Class Room,0.00%
2018,Service,Recovery Room  - Hourly Rate,0.00%
2018,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.03%
2018,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.02%
2018,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.04%
2018,Service,Perdiem - Treatment or Observation Room - NOT inclusive of Laboratory and Radiology,0.00%
2018,Service,Perdiem - Short Stay,0.43%
2018,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.00%
2018,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.00%
2018,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.00%
2018,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.00%
2018,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.00%
2018,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.00%
2018,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.02%
2018,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.00%
2018,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.00%
2018,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.00%
2018,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.01%
2018,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01%
2018,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01%
2018,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.02%
2018,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.00%
2018,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.00%
2018,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.00%
2018,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.43%
2018,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,4.03%
2018,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.40%
2018,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.08%
2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01%
2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.01%
2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01%
2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.05%
2018,Service,Perdiem - Haemodialysis  (HD),1.46%
2018,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.74%
2018,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.05%
2018,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.00%
2018,Service,Perdiem - Companion Accommodation,0.00%
2018,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.01%
2018,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.03%
2018,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,1.32%
2018,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,2.71%
2018,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.56%
2018,Service,Paediatric intensive care Unit (PICU),0.00%
2018,Service,Outlier Payment,0.69%
2018,Service,Operating Room Services - Minor Surgery,0.00%
2018,Service,Operating Room Services - General Classification,0.00%
2018,Service,Operating Room Services - First Hour,0.00%
2018,Service,Operating Room Services - Every Additional 1/2 hr.,0.00%
2018,Service,Nursery - General Classification,0.00%
2018,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.00%
2018,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.00%
2018,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02%
2018,Service,Neonatal Intensive Care Unit (NICU),0.00%
2018,Service,Intensive Care Unit (ICU),0.00%
2018,Service,Emergency Room - Hourly Rate,0.00%
2018,Service,DRG Add-on Payment for High Cost Consumables,0.17%
2018,Service,Delivery Room,0.00%
2018,Service,Day Stay (Day care) Room - Daily Rate,0.00%
2018,Service,Coronary Care Unit (CCU),0.00%
2018,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.07%
2018,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.00%
2018,Service,Catheterization Lab,0.00%
2019,CPT,Urinary System,0.28%
2019,CPT,Respiratory System,0.57%
2019,CPT,Radiology,2.42%
2019,CPT,Radiologic Guidance,0.00%
2019,CPT,Radiation Oncology,0.21%
2019,CPT,Pathology & Laboratory,17.66%
2019,CPT,Operating Microscope,0.00%
2019,CPT,Nuclear Medicine,0.18%
2019,CPT,Nervous System,0.08%
2019,CPT,N/A,0.02%
2019,CPT,Musculoskeletal,0.52%
2019,CPT,Mediastinum & Diaphragm,0.00%
2019,CPT,Maternity Care & Delivery,0.10%
2019,CPT,Male Genital System,0.09%
2019,CPT,Integumentary,0.60%
2019,CPT,Hemic & Lymphatic Systems,0.01%
2019,CPT,General,0.01%
2019,CPT,Female Genital System,0.21%
2019,CPT,Eye & Ocular Adnexa,0.67%
2019,CPT,Evaluation & Management,12.34%
2019,CPT,Endocrine System,0.00%
2019,CPT,Digestive System,0.58%
2019,CPT,Diagnostic Ultrasound,2.35%
2019,CPT,Cardiovascular System,0.16%
2019,CPT,Breast Mammography,0.07%
2019,CPT,Bone/Joint Studies,0.05%
2019,CPT,Auditory System,0.14%
2019,CPT,Anesthesia,0.00%
2019,Dental,Unclassified Treatments,0.01%
2019,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.00%
2019,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.00%
2019,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.00%
2019,Dental,Surgical Incisions,0.01%
2019,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01%
2019,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01%
2019,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.36%
2019,Dental,"Restorative Services, Other",0.01%
2019,Dental,"Restorative Procedures, Overdentures",0.00%
2019,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.20%
2019,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.10%
2019,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.11%
2019,Dental,"Restorations, Amalgam",0.00%
2019,Dental,Restoration,0.08%
2019,Dental,Repairs,0.00%
2019,Dental,"Removals, (Extractions), Surgical",0.11%
2019,Dental,"Removals, (Extractions), Erupted Teeth",0.16%
2019,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.00%
2019,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.00%
2019,Dental,"Radiographs, Specialty Use Only",0.00%
2019,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.29%
2019,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.11%
2019,Dental,"Prosthondics, Removable, Fabricated In Conjunction With A Denturist",0.00%
2019,Dental,"Prosthesis, Maxillofacial",0.00%
2019,Dental,Professional Visits,0.00%
2019,Dental,Professional Services,0.67%
2019,Dental,Primary Dentition,0.00%
2019,Dental,"Preventive Services, Other",0.09%
2019,Dental,"Pontics, Bridge",0.15%
2019,Dental,Polishing,0.25%
2019,Dental,Permanent Dentition,0.46%
2019,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.30%
2019,Dental,"Periodontal Services, Non Surgical",0.00%
2019,Dental,"Periodontal Services, Miscellaneous",0.01%
2019,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02%
2019,Dental,Periapical Services,0.00%
2019,Dental,"Orthodontic Services, Miscellaneous",0.01%
2019,Dental,"Oral Surgery Procedures, Other",0.72%
2019,Dental,N/A,0.00%
2019,Dental,Mixed Dentition,0.01%
2019,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.18%
2019,Dental,"Maxillofacial Deformities, Treatment Of",0.01%
2019,Dental,Master Cast Techniques,0.00%
2019,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.00%
2019,Dental,"Frequent Preventative Services Billed On A Time Unit Basis. Services Covered Under This Code Are: Polishing, Scaling, Root Planing, Nutritional Counselling, Oral Hygiene Instruction/Plaque Control And Application Of An Antimicrobial Agent
***Provinces Usi",0.00%
2019,Dental,"Fractures, Treatment Of",0.00%
2019,Dental,"Fixed Prosthetics, Other Services",0.04%
2019,Dental,Fixed Bridge Retainers,0.24%
2019,Dental,"Examination And Diagnosis, Clinical Oral",0.41%
2019,Dental,"Endodontic, Procedures, Miscellaneous",0.01%
2019,Dental,"Drugs/Medication, Dispensing",0.00%
2019,Dental,"Dentures, Replication, Relining And Rebasing",0.00%
2019,Dental,"Dentures, Repairs/Additions",0.00%
2019,Dental,"Dentures, Partial, Cast With Acrylic Base",0.00%
2019,Dental,"Dentures, Partial, Acrylic",0.02%
2019,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01%
2019,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.00%
2019,Dental,"Crowns, Single Units
(Only)",0.94%
2019,Dental,Case Presentation/ Treatment Planning,0.00%
2019,Dental,Bleaching Vital,0.06%
2019,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.11%
2019,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.04%
2019,Dental,Appliances,0.02%
2019,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.00%
2019,Dental,Anaesthesia,0.05%
2019,DRG,Newborns & Other Neonates,2.11%
2019,DRG,N/A,0.00%
2019,DRG,Mental Diseases & Disorders,0.12%
2019,DRG,Medical Ambulatory Visits,0.00%
2019,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.10%
2019,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.85%
2019,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05%
2019,DRG,Diseases & Disorders Of The Urinary Tract,0.61%
2019,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.32%
2019,DRG,Diseases & Disorders Of The Respiratory System,3.21%
2019,DRG,Diseases & Disorders Of The Nervous System,0.84%
2019,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.26%
2019,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.31%
2019,DRG,Diseases & Disorders Of The Male Reproductive System,0.09%
2019,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.51%
2019,DRG,Diseases & Disorders Of The Female Reproductive System,0.58%
2019,DRG,Diseases & Disorders Of The Eye,0.03%
2019,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.36%
2019,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.68%
2019,DRG,Diseases & Disorders Of The Digestive System,1.67%
2019,DRG,Diseases & Disorders Of The Circulatory System,2.12%
2019,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.21%
2019,DRG,Childbirth,1.87%
2019,DRG,Alcohol/Drug Abuse & Dependence,0.03%
2019,Drug,Various,0.03%
2019,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.29%
2019,Drug,Sensory organs,0.19%
2019,Drug,Respiratory system,0.82%
2019,Drug,Nervous system,0.49%
2019,Drug,N/A,10.47%
2019,Drug,Musculo-skeletal system,0.37%
2019,Drug,Genito-urinary system and sex hormones,0.41%
2019,Drug,Dermatologicals,0.37%
2019,Drug,Cardiovascular system,1.06%
2019,Drug,Blood and blood forming organs,0.56%
2019,Drug,"Antiparasitic products, insecticides and repellents",0.02%
2019,Drug,Antineoplastic and immunomodulating agents,1.25%
2019,Drug,Antiinfectives for systemic use,0.87%
2019,Drug,Alimentary tract and metabolism,1.68%
2019,HCPCS,Vision Services,0.05%
2019,HCPCS,Transport Services Including Ambulance,0.18%
2019,HCPCS,Temporary Procedures/Professional Services,0.00%
2019,HCPCS,Temporary National Codes Established Medicaid,0.06%
2019,HCPCS,Temporary National Codes Established by Private Payers,0.02%
2019,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.01%
2019,HCPCS,Temporary Codes Assigned by CMS,0.01%
2019,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.02%
2019,HCPCS,Prosthetics,0.06%
2019,HCPCS,Orthotics,0.24%
2019,HCPCS,Medical and Surgical Supplies,0.80%
2019,HCPCS,Laboratory Services,0.03%
2019,HCPCS,Helmets,0.00%
2019,HCPCS,Hearing Services,0.21%
2019,HCPCS,Gradient Compression Stockings,0.02%
2019,HCPCS,Enteral and Parenteral Therapy,0.20%
2019,HCPCS,Durable Medical Equipment,0.27%
2019,HCPCS,Drugs Other Than Chemotherapy,0.00%
2019,HCPCS,CMS Hospital Outpatient Payment System,0.26%
2019,HCPCS,Chemotherapy Drugs,0.00%
2019,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.00%
2019,HCPCS,"Administrative, Miscellaneous and Investigational",0.28%
2019,N/A,N/A,0.51%
2019,Service,Tele-consultation resulting in Self Care,0.00%
2019,Service,Tele-consultation resulting in Referral,0.00%
2019,Service,Tele-consultation resulting in Emergency Management,0.00%
2019,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.00%
2019,Service,Special Care Baby Unit (SCBU),0.00%
2019,Service,Short Stay Room - Hourly Rate,0.00%
2019,Service,Short Stay  Room - Daily Rate,0.00%
2019,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.00%
2019,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.00%
2019,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - Royal Suite,0.00%
2019,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.00%
2019,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.00%
2019,Service,Room and Board: Ward,0.00%
2019,Service,Room and Board:  VIP Room,0.00%
2019,Service,Room and Board:  Suite,0.08%
2019,Service,Room and Board: Shared Room,0.00%
2019,Service,Room and Board: Royal Suite,0.00%
2019,Service,Room and Board: Isolation Room,0.00%
2019,Service,Room and Board: First Class Room,0.00%
2019,Service,Recovery Room  - Hourly Rate,0.00%
2019,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02%
2019,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01%
2019,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03%
2019,Service,Perdiem - Short Stay,0.42%
2019,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.00%
2019,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.00%
2019,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.00%
2019,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.00%
2019,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.00%
2019,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.00%
2019,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.01%
2019,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.00%
2019,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.00%
2019,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.01%
2019,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.01%
2019,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01%
2019,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01%
2019,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.02%
2019,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.00%
2019,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.43%
2019,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,4.32%
2019,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.32%
2019,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.08%
2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.00%
2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.00%
2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01%
2019,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04%
2019,Service,Perdiem - Haemodialysis  (HD),1.51%
2019,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.76%
2019,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.06%
2019,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.01%
2019,Service,Perdiem - Companion Accommodation,0.00%
2019,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.06%
2019,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.00%
2019,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,1.24%
2019,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,2.39%
2019,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.55%
2019,Service,Paediatric intensive care Unit (PICU),0.00%
2019,Service,Outlier Payment,0.52%
2019,Service,Operating Room Services - Minor Surgery,0.00%
2019,Service,Operating Room Services - General Classification,0.00%
2019,Service,Operating Room Services - First Hour,0.00%
2019,Service,Operating Room Services - Every Additional 1/2 hr.,0.00%
2019,Service,Nursery - General Classification,0.00%
2019,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.00%
2019,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.00%
2019,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02%
2019,Service,Neonatal Intensive Care Unit (NICU),0.00%
2019,Service,Intensive Care Unit (ICU),0.00%
2019,Service,Emergency Room - Hourly Rate,0.00%
2019,Service,"Educational services rendered by Clinician (Physician or Non-Physician) to patient opting out of the  Comprehensive Screening, new or established patient; 10-15 minutes.",0.00%
2019,Service,DRG Add-on Payment for High Cost Consumables,0.16%
2019,Service,Delivery Room,0.00%
2019,Service,Day Stay (Day care) Room - Daily Rate,0.00%
2019,Service,Coronary Care Unit (CCU),0.00%
2019,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.08%
2019,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.00%
2019,Service,Catheterization Lab,0.00%
