,Year,Activity_Type,Activity_Type_Chapter,Percentage_Value_per_Year
1603,2018,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.37
1604,2018,Dental,"Restorative Services, Other",0.01
1605,2018,Dental,"Restorative Procedures, Overdentures",0.0
1606,2018,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.16
1607,2018,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.08
1608,2018,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.17
1609,2018,Dental,"Restorations, Amalgam",0.0
1610,2018,Dental,Restoration,0.08
1611,2018,Dental,Repairs,0.0
1612,2018,Dental,"Removals, (Extractions), Surgical",0.11
1613,2018,Dental,"Removals, (Extractions), Erupted Teeth",0.16
1614,2018,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.0
1615,2018,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.0
1616,2018,Dental,"Radiographs, Specialty Use Only",0.0
1617,2018,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.29
1618,2018,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.11
1619,2018,Dental,Professional Services,0.63
1620,2018,Dental,Primary Dentition,0.0
1621,2018,Dental,"Preventive Services, Other",0.06
1622,2018,Dental,"Pontics, Bridge",0.17
1623,2018,Dental,Polishing,0.27
1624,2018,Dental,Permanent Dentition,0.48
1625,2018,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.25
1626,2018,Dental,"Periodontal Services, Non Surgical",0.0
1627,2018,Dental,"Periodontal Services, Miscellaneous",0.01
1628,2018,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02
1629,2018,Dental,Periapical Services,0.0
1630,2018,Dental,"Orthodontic Services, Miscellaneous",0.01
1631,2018,Dental,"Oral Surgery Procedures, Other",0.74
1632,2018,Dental,Mixed Dentition,0.01
1633,2018,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.18
1634,2018,Dental,"Maxillofacial Deformities, Treatment Of",0.0
1635,2018,Dental,Master Cast Techniques,0.0
1636,2018,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.0
1637,2018,Dental,"Frequent Preventative Services Billed On A Time Unit Basis. Services Covered Under This Code Are: Polishing, Scaling, Root Planing, Nutritional Counselling, Oral Hygiene Instruction/Plaque Control And Application Of An Antimicrobial Agent
***Provinces Usi",0.0
1638,2018,Dental,"Fractures, Treatment Of",0.0
1639,2018,Dental,"Fixed Prosthetics, Other Services",0.04
1640,2018,Dental,Fixed Bridge Retainers,0.27
1641,2018,Dental,"Examination And Diagnosis, Clinical Oral",0.42
1642,2018,Dental,"Endodontic, Procedures, Miscellaneous",0.02
1643,2018,Dental,"Drugs/Medication, Dispensing",0.0
1644,2018,Dental,"Dentures, Replication, Relining And Rebasing",0.0
1645,2018,Dental,"Dentures, Repairs/Additions",0.0
1646,2018,Dental,"Dentures, Partial, Cast With Acrylic Base",0.0
1647,2018,Dental,"Dentures, Partial, Acrylic",0.02
1648,2018,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01
1649,2018,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.0
1650,2018,Dental,"Crowns, Single Units
(Only)",1.01
1651,2018,Dental,Case Presentation/ Treatment Planning,0.0
1652,2018,Dental,Bleaching Vital,0.05
1653,2018,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.1
1654,2018,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.04
1655,2018,Dental,Appliances,0.01
1656,2018,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.01
1657,2018,Dental,Anaesthesia,0.04
1658,2018,DRG,Newborns & Other Neonates,2.29
1659,2018,DRG,,0.0
1660,2018,DRG,Mental Diseases & Disorders,0.13
1661,2018,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.1
1662,2018,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.69
1663,2018,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05
1664,2018,DRG,Diseases & Disorders Of The Urinary Tract,0.61
1665,2018,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.33
1666,2018,DRG,Diseases & Disorders Of The Respiratory System,3.25
1667,2018,DRG,Diseases & Disorders Of The Nervous System,0.86
1668,2018,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.27
1669,2018,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.3
1670,2018,DRG,Diseases & Disorders Of The Male Reproductive System,0.1
1671,2018,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.5
1672,2018,DRG,Diseases & Disorders Of The Female Reproductive System,0.6
1673,2018,DRG,Diseases & Disorders Of The Eye,0.03
1674,2018,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.33
1675,2018,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.69
1676,2018,DRG,Diseases & Disorders Of The Digestive System,1.6
1677,2018,DRG,Diseases & Disorders Of The Circulatory System,2.33
1678,2018,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.21
1679,2018,DRG,Childbirth,1.97
1680,2018,DRG,Alcohol/Drug Abuse & Dependence,0.03
1681,2018,Drug,Various,0.05
1682,2018,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.26
1683,2018,Drug,Sensory organs,0.19
1684,2018,Drug,Respiratory system,0.83
1685,2018,Drug,Nervous system,0.69
1686,2018,Drug,,8.82
1687,2018,Drug,Musculo-skeletal system,0.38
1688,2018,Drug,Genito-urinary system and sex hormones,0.44
1689,2018,Drug,Dermatologicals,0.46
1690,2018,Drug,Cardiovascular system,1.14
1691,2018,Drug,Blood and blood forming organs,0.61
1692,2018,Drug,"Antiparasitic products, insecticides and repellents",0.02
1693,2018,Drug,Antineoplastic and immunomodulating agents,1.26
1694,2018,Drug,Antiinfectives for systemic use,0.93
1695,2018,Drug,Alimentary tract and metabolism,1.8
1696,2018,HCPCS,Vision Services,0.04
1697,2018,HCPCS,Transport Services Including Ambulance,0.15
1698,2018,HCPCS,Temporary Procedures/Professional Services,0.0
1699,2018,HCPCS,Temporary National Codes Established Medicaid,0.08
1700,2018,HCPCS,Temporary National Codes Established by Private Payers,0.02
1701,2018,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.05
1702,2018,HCPCS,Temporary Codes Assigned by CMS,0.02
1703,2018,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.03
1704,2018,HCPCS,Prosthetics,0.06
1705,2018,HCPCS,Orthotics,0.22
1706,2018,HCPCS,Medical and Surgical Supplies,0.9
1707,2018,HCPCS,Laboratory Services,0.01
1708,2018,HCPCS,Helmets,0.0
1709,2018,HCPCS,Hearing Services,0.19
1710,2018,HCPCS,Gradient Compression Stockings,0.02
1711,2018,HCPCS,Enteral and Parenteral Therapy,0.2
1712,2018,HCPCS,Durable Medical Equipment,0.39
1713,2018,HCPCS,Drugs Other Than Chemotherapy,0.0
1714,2018,HCPCS,CMS Hospital Outpatient Payment System,0.25
1715,2018,HCPCS,Chemotherapy Drugs,0.0
1716,2018,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.0
1717,2018,HCPCS,"Administrative, Miscellaneous and Investigational",0.27
1718,2018,,,0.03
1719,2018,Service,Tele-consultation resulting in Self Care,0.01
1720,2018,Service,Tele-consultation resulting in Referral,0.02
1721,2018,Service,Tele-consultation resulting in Prescription,0.0
1722,2018,Service,Tele-consultation resulting in Emergency Management,0.0
1723,2018,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.0
1724,2018,Service,Special Care Baby Unit (SCBU),0.0
1725,2018,Service,Short Stay Room - Hourly Rate,0.0
1726,2018,Service,Short Stay  Room - Daily Rate,0.0
1727,2018,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.0
1728,2018,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.0
1729,2018,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.0
1730,2018,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01
1731,2018,Service,Room and Board: Ward,0.0
1732,2018,Service,Room and Board:  VIP Room,0.0
1733,2018,Service,Room and Board:  Suite,0.04
1734,2018,Service,Room and Board: Shared Room,0.0
1735,2018,Service,Room and Board: Royal Suite,0.0
1736,2018,Service,Room and Board: Isolation Room,0.0
1737,2018,Service,Room and Board: First Class Room,0.0
1738,2018,Service,Recovery Room  - Hourly Rate,0.0
1739,2018,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.03
1740,2018,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.02
1741,2018,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.04
1742,2018,Service,Perdiem - Treatment or Observation Room - NOT inclusive of Laboratory and Radiology,0.0
1743,2018,Service,Perdiem - Short Stay,0.43
1744,2018,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.0
1745,2018,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.0
1746,2018,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.0
1747,2018,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.0
1748,2018,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.0
1749,2018,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.0
1750,2018,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.02
1751,2018,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.0
1752,2018,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.0
1753,2018,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.0
1754,2018,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.01
1755,2018,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01
1756,2018,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01
1757,2018,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.02
1758,2018,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.0
1759,2018,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.0
1760,2018,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.0
1761,2018,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.43
1762,2018,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,4.03
1763,2018,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.4
1764,2018,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.08
1765,2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01
1766,2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.01
1767,2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01
1768,2018,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.05
1769,2018,Service,Perdiem - Haemodialysis  (HD),1.46
1770,2018,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.74
1771,2018,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.05
1772,2018,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.0
1773,2018,Service,Perdiem - Companion Accommodation,0.0
1774,2018,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.01
1775,2018,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.03
1776,2018,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,1.32
1777,2018,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,2.71
1778,2018,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.56
1779,2018,Service,Paediatric intensive care Unit (PICU),0.0
1780,2018,Service,Outlier Payment,0.69
1781,2018,Service,Operating Room Services - Minor Surgery,0.0
1782,2018,Service,Operating Room Services - General Classification,0.0
1783,2018,Service,Operating Room Services - First Hour,0.0
1784,2018,Service,Operating Room Services - Every Additional 1/2 hr.,0.0
1785,2018,Service,Nursery - General Classification,0.0
1786,2018,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.0
1787,2018,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.0
1788,2018,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02
1789,2018,Service,Neonatal Intensive Care Unit (NICU),0.0
1790,2018,Service,Intensive Care Unit (ICU),0.0
1791,2018,Service,Emergency Room - Hourly Rate,0.0
1792,2018,Service,DRG Add-on Payment for High Cost Consumables,0.17
1793,2018,Service,Delivery Room,0.0
1794,2018,Service,Day Stay (Day care) Room - Daily Rate,0.0
1795,2018,Service,Coronary Care Unit (CCU),0.0
1796,2018,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.07
1797,2018,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.0
1798,2018,Service,Catheterization Lab,0.0
1799,2019,CPT,Urinary System,0.28
1800,2019,CPT,Respiratory System,0.57
1801,2019,CPT,Radiology,2.42
1802,2019,CPT,Radiologic Guidance,0.0
1803,2019,CPT,Radiation Oncology,0.21
1804,2019,CPT,Pathology & Laboratory,17.66
1805,2019,CPT,Operating Microscope,0.0
1806,2019,CPT,Nuclear Medicine,0.18
1807,2019,CPT,Nervous System,0.08
1808,2019,CPT,,0.02
1809,2019,CPT,Musculoskeletal,0.52
1810,2019,CPT,Mediastinum & Diaphragm,0.0
1811,2019,CPT,Maternity Care & Delivery,0.1
1812,2019,CPT,Male Genital System,0.09
1813,2019,CPT,Integumentary,0.6
1814,2019,CPT,Hemic & Lymphatic Systems,0.01
1815,2019,CPT,General,0.01
1816,2019,CPT,Female Genital System,0.21
1817,2019,CPT,Eye & Ocular Adnexa,0.67
1818,2019,CPT,Evaluation & Management,12.34
1819,2019,CPT,Endocrine System,0.0
1820,2019,CPT,Digestive System,0.58
1821,2019,CPT,Diagnostic Ultrasound,2.35
1822,2019,CPT,Cardiovascular System,0.16
1823,2019,CPT,Breast Mammography,0.07
1824,2019,CPT,Bone/Joint Studies,0.05
1825,2019,CPT,Auditory System,0.14
1826,2019,CPT,Anesthesia,0.0
1827,2019,Dental,Unclassified Treatments,0.01
1828,2019,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.0
1829,2019,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.0
1830,2019,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.0
1831,2019,Dental,Surgical Incisions,0.01
1832,2019,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01
1833,2019,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01
1834,2019,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.36
1835,2019,Dental,"Restorative Services, Other",0.01
1836,2019,Dental,"Restorative Procedures, Overdentures",0.0
1837,2019,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.2
1838,2019,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.1
1839,2019,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.11
1840,2019,Dental,"Restorations, Amalgam",0.0
1841,2019,Dental,Restoration,0.08
1842,2019,Dental,Repairs,0.0
1843,2019,Dental,"Removals, (Extractions), Surgical",0.11
1844,2019,Dental,"Removals, (Extractions), Erupted Teeth",0.16
1845,2019,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.0
1846,2019,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.0
1847,2019,Dental,"Radiographs, Specialty Use Only",0.0
1848,2019,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.29
1849,2019,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.11
1850,2019,Dental,"Prosthondics, Removable, Fabricated In Conjunction With A Denturist",0.0
1851,2019,Dental,"Prosthesis, Maxillofacial",0.0
1852,2019,Dental,Professional Visits,0.0
1853,2019,Dental,Professional Services,0.67
1854,2019,Dental,Primary Dentition,0.0
1855,2019,Dental,"Preventive Services, Other",0.09
1856,2019,Dental,"Pontics, Bridge",0.15
1857,2019,Dental,Polishing,0.25
1858,2019,Dental,Permanent Dentition,0.46
1859,2019,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.3
1860,2019,Dental,"Periodontal Services, Non Surgical",0.0
1861,2019,Dental,"Periodontal Services, Miscellaneous",0.01
1862,2019,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02
1863,2019,Dental,Periapical Services,0.0
1864,2019,Dental,"Orthodontic Services, Miscellaneous",0.01
1865,2019,Dental,"Oral Surgery Procedures, Other",0.72
1866,2019,Dental,,0.0
1867,2019,Dental,Mixed Dentition,0.01
1868,2019,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.18
1869,2019,Dental,"Maxillofacial Deformities, Treatment Of",0.01
1870,2019,Dental,Master Cast Techniques,0.0
1871,2019,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.0
1872,2019,Dental,"Frequent Preventative Services Billed On A Time Unit Basis. Services Covered Under This Code Are: Polishing, Scaling, Root Planing, Nutritional Counselling, Oral Hygiene Instruction/Plaque Control And Application Of An Antimicrobial Agent
***Provinces Usi",0.0
1873,2019,Dental,"Fractures, Treatment Of",0.0
1874,2019,Dental,"Fixed Prosthetics, Other Services",0.04
1875,2019,Dental,Fixed Bridge Retainers,0.24
1876,2019,Dental,"Examination And Diagnosis, Clinical Oral",0.41
1877,2019,Dental,"Endodontic, Procedures, Miscellaneous",0.01
1878,2019,Dental,"Drugs/Medication, Dispensing",0.0
1879,2019,Dental,"Dentures, Replication, Relining And Rebasing",0.0
1880,2019,Dental,"Dentures, Repairs/Additions",0.0
1881,2019,Dental,"Dentures, Partial, Cast With Acrylic Base",0.0
1882,2019,Dental,"Dentures, Partial, Acrylic",0.02
1883,2019,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01
1884,2019,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.0
1885,2019,Dental,"Crowns, Single Units
(Only)",0.94
1886,2019,Dental,Case Presentation/ Treatment Planning,0.0
1887,2019,Dental,Bleaching Vital,0.06
1888,2019,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.11
1889,2019,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.04
1890,2019,Dental,Appliances,0.02
1891,2019,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.0
1892,2019,Dental,Anaesthesia,0.05
1893,2019,DRG,Newborns & Other Neonates,2.11
1894,2019,DRG,,0.0
1895,2019,DRG,Mental Diseases & Disorders,0.12
1896,2019,DRG,Medical Ambulatory Visits,0.0
1897,2019,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.1
1898,2019,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.85
1899,2019,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05
1900,2019,DRG,Diseases & Disorders Of The Urinary Tract,0.61
1901,2019,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.32
1902,2019,DRG,Diseases & Disorders Of The Respiratory System,3.21
1903,2019,DRG,Diseases & Disorders Of The Nervous System,0.84
1904,2019,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.26
1905,2019,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.31
1906,2019,DRG,Diseases & Disorders Of The Male Reproductive System,0.09
1907,2019,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.51
1908,2019,DRG,Diseases & Disorders Of The Female Reproductive System,0.58
1909,2019,DRG,Diseases & Disorders Of The Eye,0.03
1910,2019,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.36
1911,2019,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.68
1912,2019,DRG,Diseases & Disorders Of The Digestive System,1.67
1913,2019,DRG,Diseases & Disorders Of The Circulatory System,2.12
1914,2019,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.21
1915,2019,DRG,Childbirth,1.87
1916,2019,DRG,Alcohol/Drug Abuse & Dependence,0.03
1917,2019,Drug,Various,0.03
1918,2019,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.29
1919,2019,Drug,Sensory organs,0.19
1920,2019,Drug,Respiratory system,0.82
1921,2019,Drug,Nervous system,0.49
1922,2019,Drug,,10.47
1923,2019,Drug,Musculo-skeletal system,0.37
1924,2019,Drug,Genito-urinary system and sex hormones,0.41
1925,2019,Drug,Dermatologicals,0.37
1926,2019,Drug,Cardiovascular system,1.06
1927,2019,Drug,Blood and blood forming organs,0.56
1928,2019,Drug,"Antiparasitic products, insecticides and repellents",0.02
1929,2019,Drug,Antineoplastic and immunomodulating agents,1.25
1930,2019,Drug,Antiinfectives for systemic use,0.87
1931,2019,Drug,Alimentary tract and metabolism,1.68
1932,2019,HCPCS,Vision Services,0.05
1933,2019,HCPCS,Transport Services Including Ambulance,0.18
1934,2019,HCPCS,Temporary Procedures/Professional Services,0.0
1935,2019,HCPCS,Temporary National Codes Established Medicaid,0.06
1936,2019,HCPCS,Temporary National Codes Established by Private Payers,0.02
1937,2019,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.01
1938,2019,HCPCS,Temporary Codes Assigned by CMS,0.01
1939,2019,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.02
1940,2019,HCPCS,Prosthetics,0.06
1941,2019,HCPCS,Orthotics,0.24
1942,2019,HCPCS,Medical and Surgical Supplies,0.8
1943,2019,HCPCS,Laboratory Services,0.03
1944,2019,HCPCS,Helmets,0.0
1945,2019,HCPCS,Hearing Services,0.21
1946,2019,HCPCS,Gradient Compression Stockings,0.02
1947,2019,HCPCS,Enteral and Parenteral Therapy,0.2
1948,2019,HCPCS,Durable Medical Equipment,0.27
1949,2019,HCPCS,Drugs Other Than Chemotherapy,0.0
1950,2019,HCPCS,CMS Hospital Outpatient Payment System,0.26
1951,2019,HCPCS,Chemotherapy Drugs,0.0
1952,2019,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.0
1953,2019,HCPCS,"Administrative, Miscellaneous and Investigational",0.28
1954,2019,,,0.51
1955,2019,Service,Tele-consultation resulting in Self Care,0.0
1956,2019,Service,Tele-consultation resulting in Referral,0.0
1957,2019,Service,Tele-consultation resulting in Emergency Management,0.0
1958,2019,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.0
1959,2019,Service,Special Care Baby Unit (SCBU),0.0
1960,2019,Service,Short Stay Room - Hourly Rate,0.0
1961,2019,Service,Short Stay  Room - Daily Rate,0.0
1962,2019,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.0
1963,2019,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.0
1964,2019,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - Royal Suite,0.0
1965,2019,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.0
1966,2019,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.0
1967,2019,Service,Room and Board: Ward,0.0
1968,2019,Service,Room and Board:  VIP Room,0.0
1969,2019,Service,Room and Board:  Suite,0.08
1970,2019,Service,Room and Board: Shared Room,0.0
1971,2019,Service,Room and Board: Royal Suite,0.0
1972,2019,Service,Room and Board: Isolation Room,0.0
1973,2019,Service,Room and Board: First Class Room,0.0
1974,2019,Service,Recovery Room  - Hourly Rate,0.0
1975,2019,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02
1976,2019,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01
1977,2019,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03
1978,2019,Service,Perdiem - Short Stay,0.42
1979,2019,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.0
1980,2019,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.0
1981,2019,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.0
1982,2019,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.0
1983,2019,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.0
1984,2019,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.0
1985,2019,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.01
1986,2019,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.0
1987,2019,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.0
1988,2019,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.01
